run_name,epoch,lr,dropout,weight_decay,train_acc,val_acc,overfitting_gap,use_focal_loss,timestamp,subdir,lr_extracted,dropout_extracted,weight_decay_extracted,focal_extracted
lr2e-6_dr0.3_wd2e-3,6,2e-06,0.3,0.002,58.69,61.0,-2.31,0,2025-08-13 04:06:29,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,81,2e-06,0.3,0.0005,61.89,66.99,-5.1,1,2025-08-13 04:06:37,.,2e-06,0.3,0.0005,True
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,77,5e-06,0.5,0.001,67.67,69.59,-1.92,1,2025-08-13 04:06:44,.,5e-06,0.5,0.001,True
lr2e-6_dr0.3_wd5e-4,35,2e-06,0.3,0.0005,62.8,66.4,-3.61,0,2025-08-13 04:06:48,.,2e-06,0.3,0.0005,False
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,47,2e-06,0.3,0.001,59.39,63.5,-4.11,1,2025-08-13 04:06:49,.,2e-06,0.3,0.001,True
lr2e-6_dr0.3_wd1e-3,7,2e-06,0.3,0.001,59.45,62.59,-3.14,0,2025-08-13 04:07:20,.,2e-06,0.3,0.001,False
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,7,2e-06,0.3,0.002,56.04,59.89,-3.84,1,2025-08-13 04:08:17,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd2e-3,7,2e-06,0.3,0.002,59.19,61.28,-2.09,0,2025-08-13 04:08:31,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,82,2e-06,0.3,0.0005,62.52,66.75,-4.23,1,2025-08-13 04:08:38,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,48,2e-06,0.3,0.001,59.11,63.94,-4.83,1,2025-08-13 04:08:50,.,2e-06,0.3,0.001,True
lr5e-6_dr0.5_wd5e-4,87,5e-06,0.5,0.0005,81.57,66.73,14.85,0,2025-08-13 04:09:50,.,5e-06,0.5,0.0005,False
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,8,2e-06,0.3,0.002,55.94,60.57,-4.64,1,2025-08-13 04:10:17,.,2e-06,0.3,0.002,True
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,78,5e-06,0.5,0.001,68.23,69.67,-1.44,1,2025-08-13 04:10:21,.,5e-06,0.5,0.001,True
lr2e-6_dr0.3_wd5e-4,36,2e-06,0.3,0.0005,63.37,66.51,-3.14,0,2025-08-13 04:10:32,.,2e-06,0.3,0.0005,False
lr2e-6_dr0.3_wd2e-3,8,2e-06,0.3,0.002,58.74,61.24,-2.5,0,2025-08-13 04:10:32,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,83,2e-06,0.3,0.0005,62.58,66.77,-4.19,1,2025-08-13 04:10:39,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,49,2e-06,0.3,0.001,59.35,63.8,-4.45,1,2025-08-13 04:10:50,.,2e-06,0.3,0.001,True
lr2e-6_dr0.3_wd1e-3,8,2e-06,0.3,0.001,59.16,62.79,-3.63,0,2025-08-13 04:11:03,.,2e-06,0.3,0.001,False
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,9,2e-06,0.3,0.002,55.89,59.83,-3.93,1,2025-08-13 04:12:18,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd2e-3,9,2e-06,0.3,0.002,59.49,61.46,-1.97,0,2025-08-13 04:12:35,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,84,2e-06,0.3,0.0005,62.91,66.49,-3.58,1,2025-08-13 04:12:40,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,50,2e-06,0.3,0.001,59.48,64.25,-4.76,1,2025-08-13 04:12:51,.,2e-06,0.3,0.001,True
lr5e-6_dr0.5_wd5e-4,88,5e-06,0.5,0.0005,81.55,67.07,14.48,0,2025-08-13 04:13:30,.,5e-06,0.5,0.0005,False
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,79,5e-06,0.5,0.001,69.25,69.73,-0.48,1,2025-08-13 04:13:59,.,5e-06,0.5,0.001,True
lr2e-6_dr0.3_wd5e-4,37,2e-06,0.3,0.0005,62.89,66.61,-3.71,0,2025-08-13 04:14:15,.,2e-06,0.3,0.0005,False
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,10,2e-06,0.3,0.002,55.64,60.37,-4.73,1,2025-08-13 04:14:17,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd2e-3,10,2e-06,0.3,0.002,59.12,61.28,-2.16,0,2025-08-13 04:14:37,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,85,2e-06,0.3,0.0005,63.16,67.07,-3.91,1,2025-08-13 04:14:41,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd1e-3,9,2e-06,0.3,0.001,59.55,62.91,-3.36,0,2025-08-13 04:14:45,.,2e-06,0.3,0.001,False
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,51,2e-06,0.3,0.001,59.67,63.88,-4.21,1,2025-08-13 04:14:52,.,2e-06,0.3,0.001,True
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,11,2e-06,0.3,0.002,56.38,60.23,-3.85,1,2025-08-13 04:16:17,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd2e-3,11,2e-06,0.3,0.002,59.69,61.9,-2.22,0,2025-08-13 04:16:38,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,86,2e-06,0.3,0.0005,63.1,66.4,-3.3,1,2025-08-13 04:16:42,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,52,2e-06,0.3,0.001,59.81,64.21,-4.39,1,2025-08-13 04:16:51,.,2e-06,0.3,0.001,True
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,80,5e-06,0.5,0.001,69.13,68.34,0.79,1,2025-08-13 04:17:37,.,5e-06,0.5,0.001,True
lr2e-6_dr0.3_wd5e-4,38,2e-06,0.3,0.0005,63.31,67.11,-3.8,0,2025-08-13 04:17:58,.,2e-06,0.3,0.0005,False
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,12,2e-06,0.3,0.002,56.23,60.43,-4.2,1,2025-08-13 04:18:17,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd1e-3,10,2e-06,0.3,0.001,60.55,63.32,-2.76,0,2025-08-13 04:18:28,.,2e-06,0.3,0.001,False
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,1,2e-06,0.4,0.0005,52.09,56.88,-4.79,1,2025-08-13 04:18:37,.,2e-06,0.4,0.0005,True
lr2e-6_dr0.3_wd2e-3,12,2e-06,0.3,0.002,59.64,62.21,-2.56,0,2025-08-13 04:18:39,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,87,2e-06,0.3,0.0005,62.91,67.29,-4.38,1,2025-08-13 04:18:43,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,53,2e-06,0.3,0.001,59.39,63.72,-4.33,1,2025-08-13 04:18:51,.,2e-06,0.3,0.001,True
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,13,2e-06,0.3,0.002,56.68,61.28,-4.6,1,2025-08-13 04:20:18,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd2e-3,13,2e-06,0.3,0.002,60.02,62.49,-2.47,0,2025-08-13 04:20:42,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,88,2e-06,0.3,0.0005,63.35,66.91,-3.56,1,2025-08-13 04:20:44,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,54,2e-06,0.3,0.001,59.07,63.2,-4.13,1,2025-08-13 04:20:50,.,2e-06,0.3,0.001,True
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,81,5e-06,0.5,0.001,69.38,69.45,-0.08,1,2025-08-13 04:21:14,.,5e-06,0.5,0.001,True
lr2e-6_dr0.3_wd5e-4,39,2e-06,0.3,0.0005,62.77,67.27,-4.5,0,2025-08-13 04:21:41,.,2e-06,0.3,0.0005,False
lr2e-6_dr0.3_wd1e-3,11,2e-06,0.3,0.001,60.29,63.36,-3.07,0,2025-08-13 04:22:12,.,2e-06,0.3,0.001,False
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,2,2e-06,0.4,0.0005,53.59,57.43,-3.84,1,2025-08-13 04:22:17,.,2e-06,0.4,0.0005,True
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,14,2e-06,0.3,0.002,56.52,61.08,-4.56,1,2025-08-13 04:22:18,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd2e-3,14,2e-06,0.3,0.002,59.96,62.57,-2.61,0,2025-08-13 04:22:44,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,89,2e-06,0.3,0.0005,63.23,67.13,-3.9,1,2025-08-13 04:22:45,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,55,2e-06,0.3,0.001,59.38,63.86,-4.48,1,2025-08-13 04:22:49,.,2e-06,0.3,0.001,True
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,15,2e-06,0.3,0.002,56.34,60.96,-4.62,1,2025-08-13 04:24:18,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,90,2e-06,0.3,0.0005,63.58,67.37,-3.79,1,2025-08-13 04:24:46,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd2e-3,15,2e-06,0.3,0.002,59.62,62.57,-2.95,0,2025-08-13 04:24:46,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,56,2e-06,0.3,0.001,59.5,64.29,-4.79,1,2025-08-13 04:24:50,.,2e-06,0.3,0.001,True
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,82,5e-06,0.5,0.001,69.74,69.51,0.23,1,2025-08-13 04:24:52,.,5e-06,0.5,0.001,True
lr2e-6_dr0.3_wd5e-4,40,2e-06,0.3,0.0005,63.56,67.03,-3.47,0,2025-08-13 04:25:24,.,2e-06,0.3,0.0005,False
lr2e-6_dr0.3_wd1e-3,12,2e-06,0.3,0.001,59.67,63.66,-4.0,0,2025-08-13 04:25:54,.,2e-06,0.3,0.001,False
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,3,2e-06,0.4,0.0005,54.56,58.8,-4.24,1,2025-08-13 04:25:58,.,2e-06,0.4,0.0005,True
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,16,2e-06,0.3,0.002,56.21,61.3,-5.08,1,2025-08-13 04:26:18,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,91,2e-06,0.3,0.0005,63.78,67.21,-3.44,1,2025-08-13 04:26:47,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd2e-3,16,2e-06,0.3,0.002,59.26,62.99,-3.74,0,2025-08-13 04:26:49,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,57,2e-06,0.3,0.001,59.48,64.67,-5.19,1,2025-08-13 04:26:52,.,2e-06,0.3,0.001,True
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,17,2e-06,0.3,0.002,56.72,60.19,-3.47,1,2025-08-13 04:28:19,.,2e-06,0.3,0.002,True
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,83,5e-06,0.5,0.001,70.73,69.87,0.86,1,2025-08-13 04:28:29,.,5e-06,0.5,0.001,True
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,92,2e-06,0.3,0.0005,63.69,67.29,-3.6,1,2025-08-13 04:28:45,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd2e-3,17,2e-06,0.3,0.002,60.46,62.61,-2.15,0,2025-08-13 04:28:50,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,58,2e-06,0.3,0.001,59.37,64.18,-4.82,1,2025-08-13 04:28:53,.,2e-06,0.3,0.001,True
lr2e-6_dr0.3_wd5e-4,41,2e-06,0.3,0.0005,63.58,67.9,-4.31,0,2025-08-13 04:29:07,.,2e-06,0.3,0.0005,False
lr2e-6_dr0.3_wd1e-3,13,2e-06,0.3,0.001,60.68,63.86,-3.18,0,2025-08-13 04:29:38,.,2e-06,0.3,0.001,False
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,4,2e-06,0.4,0.0005,54.97,59.44,-4.47,1,2025-08-13 04:29:38,.,2e-06,0.4,0.0005,True
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,18,2e-06,0.3,0.002,57.15,61.26,-4.11,1,2025-08-13 04:30:19,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,93,2e-06,0.3,0.0005,63.67,67.57,-3.91,1,2025-08-13 04:30:46,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd2e-3,18,2e-06,0.3,0.002,60.34,62.81,-2.48,0,2025-08-13 04:30:51,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,59,2e-06,0.3,0.001,59.38,64.25,-4.87,1,2025-08-13 04:30:53,.,2e-06,0.3,0.001,True
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,84,5e-06,0.5,0.001,71.02,70.26,0.76,1,2025-08-13 04:32:07,.,5e-06,0.5,0.001,True
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,19,2e-06,0.3,0.002,56.39,60.86,-4.46,1,2025-08-13 04:32:18,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,94,2e-06,0.3,0.0005,63.7,66.97,-3.27,1,2025-08-13 04:32:46,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd5e-4,42,2e-06,0.3,0.0005,63.62,67.86,-4.23,0,2025-08-13 04:32:50,.,2e-06,0.3,0.0005,False
lr2e-6_dr0.3_wd2e-3,19,2e-06,0.3,0.002,59.95,62.83,-2.88,0,2025-08-13 04:32:52,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,60,2e-06,0.3,0.001,58.89,64.21,-5.31,1,2025-08-13 04:32:52,.,2e-06,0.3,0.001,True
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,5,2e-06,0.4,0.0005,54.89,58.84,-3.95,1,2025-08-13 04:33:20,.,2e-06,0.4,0.0005,True
lr2e-6_dr0.3_wd1e-3,14,2e-06,0.3,0.001,60.39,64.51,-4.12,0,2025-08-13 04:33:21,.,2e-06,0.3,0.001,False
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,20,2e-06,0.3,0.002,56.86,60.88,-4.02,1,2025-08-13 04:34:18,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,95,2e-06,0.3,0.0005,63.32,67.62,-4.29,1,2025-08-13 04:34:46,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,61,2e-06,0.3,0.001,59.89,64.08,-4.19,1,2025-08-13 04:34:52,.,2e-06,0.3,0.001,True
lr2e-6_dr0.3_wd2e-3,20,2e-06,0.3,0.002,59.75,62.35,-2.6,0,2025-08-13 04:34:53,.,2e-06,0.3,0.002,False
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,85,5e-06,0.5,0.001,71.75,69.03,2.72,1,2025-08-13 04:35:46,.,5e-06,0.5,0.001,True
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,21,2e-06,0.3,0.002,56.76,60.86,-4.09,1,2025-08-13 04:36:17,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd5e-4,43,2e-06,0.3,0.0005,63.82,67.7,-3.87,0,2025-08-13 04:36:33,.,2e-06,0.3,0.0005,False
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,96,2e-06,0.3,0.0005,63.95,67.43,-3.48,1,2025-08-13 04:36:45,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd2e-3,21,2e-06,0.3,0.002,59.85,63.38,-3.53,0,2025-08-13 04:36:52,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,62,2e-06,0.3,0.001,59.33,63.68,-4.35,1,2025-08-13 04:36:54,.,2e-06,0.3,0.001,True
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,6,2e-06,0.4,0.0005,55.24,58.66,-3.42,1,2025-08-13 04:37:00,.,2e-06,0.4,0.0005,True
lr2e-6_dr0.3_wd1e-3,15,2e-06,0.3,0.001,60.43,63.92,-3.49,0,2025-08-13 04:37:06,.,2e-06,0.3,0.001,False
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,22,2e-06,0.3,0.002,56.56,60.61,-4.06,1,2025-08-13 04:38:16,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,97,2e-06,0.3,0.0005,64.37,67.62,-3.24,1,2025-08-13 04:38:45,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,63,2e-06,0.3,0.001,59.39,64.23,-4.84,1,2025-08-13 04:38:54,.,2e-06,0.3,0.001,True
lr2e-6_dr0.3_wd2e-3,22,2e-06,0.3,0.002,60.58,63.08,-2.5,0,2025-08-13 04:38:54,.,2e-06,0.3,0.002,False
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,86,5e-06,0.5,0.001,72.77,69.35,3.42,1,2025-08-13 04:39:23,.,5e-06,0.5,0.001,True
lr2e-6_dr0.3_wd5e-4,44,2e-06,0.3,0.0005,63.99,67.41,-3.42,0,2025-08-13 04:40:14,.,2e-06,0.3,0.0005,False
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,23,2e-06,0.3,0.002,56.58,61.24,-4.66,1,2025-08-13 04:40:16,.,2e-06,0.3,0.002,True
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,7,2e-06,0.4,0.0005,55.58,59.67,-4.09,1,2025-08-13 04:40:38,.,2e-06,0.4,0.0005,True
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,98,2e-06,0.3,0.0005,64.31,67.7,-3.39,1,2025-08-13 04:40:45,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd1e-3,16,2e-06,0.3,0.001,60.68,64.29,-3.61,0,2025-08-13 04:40:47,.,2e-06,0.3,0.001,False
lr2e-6_dr0.3_wd2e-3,23,2e-06,0.3,0.002,60.52,63.36,-2.84,0,2025-08-13 04:40:55,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,64,2e-06,0.3,0.001,60.01,64.63,-4.62,1,2025-08-13 04:40:56,.,2e-06,0.3,0.001,True
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,24,2e-06,0.3,0.002,56.81,61.4,-4.59,1,2025-08-13 04:42:15,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,99,2e-06,0.3,0.0005,64.14,67.57,-3.43,1,2025-08-13 04:42:43,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd2e-3,24,2e-06,0.3,0.002,60.54,63.28,-2.74,0,2025-08-13 04:42:57,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,65,2e-06,0.3,0.001,60.07,65.19,-5.13,1,2025-08-13 04:42:58,.,2e-06,0.3,0.001,True
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,87,5e-06,0.5,0.001,73.65,69.63,4.02,1,2025-08-13 04:43:00,.,5e-06,0.5,0.001,True
lr2e-6_dr0.3_wd5e-4,45,2e-06,0.3,0.0005,64.11,67.72,-3.61,0,2025-08-13 04:43:57,.,2e-06,0.3,0.0005,False
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,25,2e-06,0.3,0.002,57.52,61.26,-3.74,1,2025-08-13 04:44:16,.,2e-06,0.3,0.002,True
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,8,2e-06,0.4,0.0005,54.95,60.33,-5.38,1,2025-08-13 04:44:17,.,2e-06,0.4,0.0005,True
lr2e-6_dr0.3_wd1e-3,17,2e-06,0.3,0.001,60.46,64.12,-3.66,0,2025-08-13 04:44:29,.,2e-06,0.3,0.001,False
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,100,2e-06,0.3,0.0005,64.16,68.24,-4.08,1,2025-08-13 04:44:43,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd2e-3,25,2e-06,0.3,0.002,61.0,63.94,-2.95,0,2025-08-13 04:44:57,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,66,2e-06,0.3,0.001,60.04,65.6,-5.55,1,2025-08-13 04:44:59,.,2e-06,0.3,0.001,True
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,26,2e-06,0.3,0.002,57.16,61.08,-3.91,1,2025-08-13 04:46:17,.,2e-06,0.3,0.002,True
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,88,5e-06,0.5,0.001,73.44,68.48,4.96,1,2025-08-13 04:46:37,.,5e-06,0.5,0.001,True
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,101,2e-06,0.3,0.0005,64.56,67.88,-3.31,1,2025-08-13 04:46:43,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd2e-3,26,2e-06,0.3,0.002,61.26,64.1,-2.85,0,2025-08-13 04:46:59,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,67,2e-06,0.3,0.001,60.17,65.09,-4.92,1,2025-08-13 04:47:00,.,2e-06,0.3,0.001,True
lr2e-6_dr0.3_wd5e-4,46,2e-06,0.3,0.0005,63.99,67.88,-3.88,0,2025-08-13 04:47:41,.,2e-06,0.3,0.0005,False
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,9,2e-06,0.4,0.0005,55.63,60.09,-4.46,1,2025-08-13 04:47:57,.,2e-06,0.4,0.0005,True
lr2e-6_dr0.3_wd1e-3,18,2e-06,0.3,0.001,60.49,64.37,-3.88,0,2025-08-13 04:48:12,.,2e-06,0.3,0.001,False
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,27,2e-06,0.3,0.002,56.57,61.72,-5.15,1,2025-08-13 04:48:17,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,102,2e-06,0.3,0.0005,64.58,68.16,-3.58,1,2025-08-13 04:48:44,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,68,2e-06,0.3,0.001,60.07,65.44,-5.37,1,2025-08-13 04:49:00,.,2e-06,0.3,0.001,True
lr2e-6_dr0.3_wd2e-3,27,2e-06,0.3,0.002,61.2,64.85,-3.65,0,2025-08-13 04:49:01,.,2e-06,0.3,0.002,False
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,89,5e-06,0.5,0.001,74.11,67.7,6.41,1,2025-08-13 04:50:13,.,5e-06,0.5,0.001,True
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,28,2e-06,0.3,0.002,56.8,62.05,-5.25,1,2025-08-13 04:50:17,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,103,2e-06,0.3,0.0005,64.52,68.1,-3.58,1,2025-08-13 04:50:44,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,69,2e-06,0.3,0.001,60.35,65.23,-4.89,1,2025-08-13 04:51:00,.,2e-06,0.3,0.001,True
lr2e-6_dr0.3_wd2e-3,28,2e-06,0.3,0.002,61.23,64.14,-2.92,0,2025-08-13 04:51:03,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd5e-4,47,2e-06,0.3,0.0005,63.82,67.9,-4.08,0,2025-08-13 04:51:23,.,2e-06,0.3,0.0005,False
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,10,2e-06,0.4,0.0005,55.94,59.46,-3.53,1,2025-08-13 04:51:37,.,2e-06,0.4,0.0005,True
lr2e-6_dr0.3_wd1e-3,19,2e-06,0.3,0.001,61.15,64.27,-3.12,0,2025-08-13 04:51:54,.,2e-06,0.3,0.001,False
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,29,2e-06,0.3,0.002,57.23,61.54,-4.31,1,2025-08-13 04:52:18,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,104,2e-06,0.3,0.0005,64.85,67.43,-2.59,1,2025-08-13 04:52:44,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,70,2e-06,0.3,0.001,60.74,65.07,-4.33,1,2025-08-13 04:53:02,.,2e-06,0.3,0.001,True
lr2e-6_dr0.3_wd2e-3,29,2e-06,0.3,0.002,61.53,64.45,-2.92,0,2025-08-13 04:53:03,.,2e-06,0.3,0.002,False
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,90,5e-06,0.5,0.001,74.49,68.77,5.72,1,2025-08-13 04:53:50,.,5e-06,0.5,0.001,True
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,30,2e-06,0.3,0.002,57.49,61.88,-4.39,1,2025-08-13 04:54:18,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,105,2e-06,0.3,0.0005,64.94,67.94,-3.0,1,2025-08-13 04:54:43,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,71,2e-06,0.3,0.001,60.93,65.94,-5.01,1,2025-08-13 04:55:03,.,2e-06,0.3,0.001,True
lr2e-6_dr0.3_wd2e-3,30,2e-06,0.3,0.002,61.17,64.71,-3.54,0,2025-08-13 04:55:05,.,2e-06,0.3,0.002,False
lr2e-6_dr0.3_wd5e-4,48,2e-06,0.3,0.0005,63.92,67.59,-3.67,0,2025-08-13 04:55:07,.,2e-06,0.3,0.0005,False
lr2e-6_dr0.4_wd5e-4_focal_focal_focal,11,2e-06,0.4,0.0005,56.07,59.83,-3.75,1,2025-08-13 04:55:15,.,2e-06,0.4,0.0005,True
lr2e-6_dr0.3_wd1e-3,20,2e-06,0.3,0.001,60.33,63.76,-3.43,0,2025-08-13 04:55:35,.,2e-06,0.3,0.001,False
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,31,2e-06,0.3,0.002,57.96,61.95,-3.99,1,2025-08-13 04:56:19,.,2e-06,0.3,0.002,True
lr2e-6_dr0.3_wd5e-4_focal_focal_focal,106,2e-06,0.3,0.0005,64.54,67.57,-3.04,1,2025-08-13 04:56:41,.,2e-06,0.3,0.0005,True
lr2e-6_dr0.3_wd1e-3_focal_focal_focal,72,2e-06,0.3,0.001,60.74,64.59,-3.85,1,2025-08-13 04:57:05,.,2e-06,0.3,0.001,True
lr2e-6_dr0.3_wd2e-3,31,2e-06,0.3,0.002,62.55,64.63,-2.08,0,2025-08-13 04:57:08,.,2e-06,0.3,0.002,False
lr5e-6_dr0.5_wd1e-3_focal_focal_focal,91,5e-06,0.5,0.001,75.22,68.77,6.46,1,2025-08-13 04:57:27,.,5e-06,0.5,0.001,True
lr2e-6_dr0.3_wd2e-3_focal_focal_focal,32,2e-06,0.3,0.002,57.68,61.9,-4.23,1,2025-08-13 04:58:20,.,2e-06,0.3,0.002,True
