,id_,pre_id,post_id,dist_to_post_syn_soma,dist_to_pre_syn_soma,size,center_position,synapses_depth_in_post,synapses_depth_in_pre,compartment_in_post_syn_soma,compartment_in_pre_syn_soma,pre_clf_type,pre_cell_type,pre_m_type,post_clf_type,post_cell_type,post_mtype_type
7877,92038141,864691136032698811,864691135416573370,318.6375000305176,399.4599253845215,868,[137328. 178448.  17164.],-1.0,-1.0,3.0,2.0,E,4P,L4a,E,6P-IT,L6short-b
7878,84381470,864691135865905884,864691135572050469,61.448886291503904,248.6959719848633,16796,[32730.75 49640.5    440.35],-1.0,-1.0,3.0,2.0,E,5P-IT,L4b,E,5P-IT,L5ET
7879,167243311,864691135988563456,864691135716170778,21.350940673828124,125.56839002990722,2656,[181532. 194263.  17934.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,5P-ET,L5ET
7880,58214069,864691135755982546,864691135875972691,107.47381060791017,308.952803150177,984,[30534.  28417.5   562.4],-1.0,-1.0,3.0,2.0,E,5P-ET,L5a,E,23P,L2c
7881,64718827,864691135341505221,864691135700020002,98.64675593566896,104.05018909835816,18120,[123554. 141360.  17732.],-1.0,-1.0,3.0,3.0,I,MC,DTC,E,23P,L2c
7882,233995622,864691135877150803,864691135889258889,345.7332053985596,235.74918334960927,1876,[55339.    41192.5     558.625],-1.0,-1.0,3.0,2.0,E,6P-IT,L5b,E,6P-IT,L6short-a
7883,299523962,864691135498688019,864691135987438339,54.001127319335936,268.49356497192383,12904,[65164.   33860.5    586.25],-1.0,-1.0,3.0,2.0,E,4P,L3b,E,23P,L3b
7884,120221565,864691135849174110,864691135356005071,308.2855346679688,98.41169198608398,392,[153920. 189702.  24204.],-1.0,-1.0,2.0,3.0,I,MC,DTC,E,23P,L2a
7885,295335526,864691135938467844,864691135516204243,47.07302154541016,402.19368182373046,3208,[260842. 141182.  20884.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,23P,L3b
7886,98952856,864691135888472457,864691135572052517,96.71793719482422,98.40061064910888,6184,[35059.    63641.5     472.925],-1.0,-1.0,3.0,3.0,E,6P-IT,L6tall-c,E,6P-IT,L6tall-c
7887,356260748,864691135783866931,864691135360986439,86.53575555419921,482.0377047214508,4288,[296424. 131352.  21493.],-1.0,-1.0,3.0,2.0,E,5P-IT,L5b,E,23P,L3a
7888,434151605,864691136595764898,864691136945666271,287.9797607269287,810.6420233078003,10076,[342456. 190238.  19096.],-1.0,-1.0,3.0,2.0,E,4P,L4a,I,MC,ITC
7889,383603287,864691135213726848,864691135477030056,326.74465812683104,655.62465234375,3288,[313539.  88418.  20877.],-1.0,-1.0,3.0,2.0,E,5P-IT,L5b,E,5P-IT,L5ET
7890,286421845,864691136389274231,864691135568760556,71.16631348419189,414.6736740112305,9372,[62896.5   49934.5     577.125],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,5P-ET,L5ET
7891,360508124,864691135865713372,864691135341742277,31.949555603027346,719.2028288650513,4896,[73740.    33957.75    487.825],-1.0,-1.0,3.0,2.0,E,23P,L3b,E,4P,L4b
7892,345586113,864691135873610382,864691135841674723,150.69307400512696,98.81358309936525,2796,[286294. 158708.  18893.],-1.0,-1.0,3.0,2.0,I,MC,DTC,E,23P,L3b
7893,315580187,864691136664086646,864691135307516230,19.765057861328124,82.07768035888672,1004,[67715.  36996.5   577.9],-1.0,-1.0,3.0,3.0,E,4P,L4b,E,4P,L4a
7894,383136234,864691136534303906,864691135355786191,71.98875366210937,340.8380393295288,3728,[313760. 145386.  26620.],-1.0,-1.0,3.0,2.0,I,MC,DTC,E,4P,L4a
7895,99818870,864691136388577552,864691135566130967,87.99338598632812,187.25072912597656,8248,[141255. 275640.  24786.],-1.0,-1.0,3.0,3.0,E,6P-IT,L6tall-b,E,6P-CT,L6tall-c
7896,145955889,864691136813283443,864691136089463863,96.44829908752442,369.98889083862304,2044,[169972. 143560.  26075.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,23P,L3b
7897,406627900,864691135865576581,864691136275213837,104.04256176757812,57.42363327026367,4936,[81059.5 20753.5   592.6],-1.0,-1.0,3.0,3.0,E,5P-ET,L5a,E,23P,L2a
7898,174696876,864691136090303799,864691136194206440,40.972089782714846,256.76561791992185,3484,[184906. 143488.  25950.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,23P,L3a
7899,245913824,864691135490381415,864691135360853063,17.392281860351563,282.16548817443845,2980,[224790. 241417.  21927.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,6P-IT,L6tall-c
7900,54471381,864691136389460240,864691137020628334,35.51236401367188,239.51798740386965,1636,[117122. 182640.  18976.],-1.0,-1.0,3.0,2.0,I,MC,DTC,E,4P,L4c
7901,110961358,864691135210034368,864691135059398811,28.70677490234375,156.89638806152342,1768,[150779. 148031.  15452.],-1.0,-1.0,3.0,3.0,E,6P-IT,L6short-b,E,4P,L4b
7902,318666082,864691135715227930,864691135066023236,107.40767547607422,341.757662689209,3320,[67846.5   32184.5     591.425],-1.0,-1.0,3.0,2.0,I,MC,DTC,E,23P,L3a
7903,351542609,864691135969713765,864691136578143508,64.19917266845704,143.01836114501953,3564,[291368. 141044.  19429.],-1.0,-1.0,3.0,2.0,E,23P,L3a,E,23P,L3b
7904,161776673,864691136330264042,864691135355818447,71.43338916015625,486.5970296325684,10924,[44134.  56791.5   457.3],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,6P-IT,L6short-a
7905,475680782,864691135058587291,864691135777527392,75.02903775024414,371.2793047790527,5044,[91587.  45063.5   648.6],-1.0,-1.0,3.0,2.0,E,4P,L4b,E,5P-IT,L5b
7906,184931544,864691135617348969,864691135394491893,95.231495803833,223.5212452545166,6196,[195296. 131572.  24158.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,4P,L3b
7907,331307855,864691135503150429,864691136134417291,163.0053868713379,632.9837492065429,2280,[278422. 157616.  26766.],-1.0,-1.0,3.0,2.0,E,23P,L3b,E,5P-IT,L4c
7908,134437101,864691135463653438,864691136329481962,98.01612985229492,288.285537109375,1384,[161135. 214984.  26623.],-1.0,-1.0,3.0,2.0,E,6P-IT,L6short-a,E,5P-ET,L5ET
7909,485013101,864691136546496418,864691135841865955,0.0,348.8040339202881,7792,[93229.  43483.    644.9],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,5P-IT,L5a
7910,197185999,864691136451063039,864691135865533660,164.1107947998047,350.5257211608887,928,[197769. 226726.  18803.],-1.0,-1.0,3.0,3.0,E,6P-IT,L6tall-b,E,6P-CT,L6tall-c
7911,344490503,864691135859680104,864691136123759398,27.88293603515625,297.28608708953857,8856,[286090. 145652.  24276.],-1.0,-1.0,3.0,2.0,E,4P,L4b,E,4P,L4b
7912,292669559,864691136883695982,864691135374696265,182.0152471923828,311.87472217941286,488,[64091.5  42314.     504.55],-1.0,-1.0,3.0,2.0,E,5P-IT,L4c,E,6P-IT,L6short-a
7913,344700428,864691136436957854,864691135212863360,143.77574801635745,159.50005688476563,4908,[287900. 201796.  23391.],-1.0,-1.0,3.0,2.0,I,BC,PTC,I,MC,DTC
7914,56012556,864691136237166607,864691136195042792,60.24765585327148,374.4655307006836,5944,[114206. 248236.  18538.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,6P-IT,L6short-b
7915,326035617,864691135848800862,864691135591087115,100.46444213867188,874.1002793235779,8824,[277396. 213226.  20391.],-1.0,-1.0,3.0,2.0,E,23P,L3b,E,6P-IT,L6tall-a
7916,332173907,864691135469490514,864691135590711563,43.03799682617188,252.12278382396696,1752,[281026. 110270.  17743.],-1.0,-1.0,3.0,2.0,I,MC,DTC,E,23P,L2a
7917,328217144,864691135864507006,864691135374752329,201.3408959350586,477.0285820007324,1576,[280688.  89050.  20088.],-1.0,-1.0,3.0,2.0,E,5P-IT,L4c,E,23P,L2c
7918,393186679,864691136310694746,864691137020589422,54.55330194091797,214.29946640014649,5424,[316166. 206928.  15280.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,6P-IT,L6short-a
7919,356295882,864691135135934745,864691135582051826,48.51735955810547,196.08266177368165,2832,[294580. 131486.  22208.],-1.0,-1.0,3.0,2.0,I,MC,DTC,I,NGC,STC
7920,230809000,864691135491346023,864691135851605447,92.01070471191406,244.05310809326173,3792,[217222. 160958.  17983.],-1.0,-1.0,3.0,2.0,E,23P,L2a,E,4P,L4c
7921,89886875,864691135783925555,864691136723540221,163.48453274536132,156.6827127304077,5212,[34636.5   48376.5     578.125],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,5P-IT,L4c
7922,316113166,864691136723351037,864691135590694155,34.45783764648438,1386.0044546585084,11676,[273694. 140200.  15296.],-1.0,-1.0,3.0,2.0,E,6P-CT,L6tall-c,E,23P,L3b
7923,166297361,864691135778484669,864691135133995168,21.66062866210937,165.07469440460204,2588,[181902. 209844.  21291.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,5P-NP,L5NP
7924,102631793,864691136051522291,864691135361123058,85.09662979125977,199.31651293945316,3232,[143879. 230566.  19393.],-1.0,-1.0,3.0,2.0,E,5P-IT,L6tall-a,E,6P-CT,L6tall-b
7925,362153892,864691135873841038,864691135475040064,149.5456192626953,479.1915936584473,7576,[75188.    21647.      657.275],-1.0,-1.0,3.0,2.0,E,5P-IT,L5b,E,23P,L2a
7926,458274439,864691135516879827,864691135954581256,66.25523083496094,127.6839020843506,4040,[89024.  29316.    586.3],-1.0,-1.0,3.0,2.0,I,MC,DTC,E,23P,L3a
7927,368282972,864691135545456424,864691135582552685,72.86321112060547,230.6362487983704,16460,[302203. 182731.  18377.],-1.0,-1.0,3.0,3.0,E,5P-IT,L5ET,I,MC,DTC
7928,298811177,864691136619592845,864691135800491362,9.4200498046875,240.0821454772949,4328,[65373.5 33821.    593.4],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,23P,L3b
7929,335248791,864691136274067213,864691135738182001,29.035747680664063,529.574433052063,7840,[70369.5 60371.    594.8],-1.0,-1.0,3.0,3.0,E,6P-IT,L5ET,E,6P-IT,L6tall-c
7930,253348109,864691136009628078,864691136389945975,28.81405926513672,149.83099476623536,4088,[57204.5  53482.     592.85],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,5P-IT,L6short-a
7931,198873174,864691136310916698,864691135700615202,414.9220894699097,112.58286511230467,1784,[50635.    33121.5     461.875],-1.0,-1.0,3.0,3.0,E,23P,L2c,E,6P-IT,L6short-a
7932,496031661,864691135757157821,864691136006745507,30.16827209472656,518.5405086364746,3360,[96115.  52554.    666.9],-1.0,-1.0,3.0,2.0,E,5P-IT,L5b,I,BC,PTC
7933,140174972,864691135849077854,864691136452325887,0.0,254.5225424499512,3368,[41654.75  34621.25    621.325],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,23P,L3b
7934,324233514,864691135740865684,864691135518698890,355.5201175384521,479.1305183334351,200,[69058.5  25079.     573.75],-1.0,-1.0,3.0,2.0,E,4P,L4a,E,5P-IT,L5ET
7935,330779927,864691135383944171,864691135991502785,95.44779132080076,262.5873943939209,2128,[280906. 205350.  19144.],-1.0,-1.0,3.0,2.0,I,MC,DTC,I,BC,PTC
7936,221203858,864691135942612340,864691136209014716,187.16438287353515,403.3021391067505,3636,[53309.5   23469.5     554.125],-1.0,-1.0,3.0,2.0,E,23P,L2c,E,23P,L4b
7937,247349367,864691135475713856,864691135393966581,54.38427407836914,205.9057067604065,5672,[57981.5 31001.5   608.2],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,23P,L3b
7938,238510570,864691135877159251,864691136990363797,84.00317901611328,174.87047818756105,10268,[55253.    40163.5     606.575],-1.0,-1.0,3.0,2.0,I,BPC,ITC,E,4P,L3b
7939,119870049,864691135503004765,864691135382802138,75.3524223022461,611.3893724899292,3516,[38137.   45437.     570.55],-1.0,-1.0,3.0,2.0,I,BPC,ITC,I,BC,PTC
7940,284541324,864691135463752254,864691136906754158,98.37787327575684,190.3856510391236,2296,[62779.5   41302.5     424.475],-1.0,-1.0,3.0,2.0,I,MC,DTC,I,BC,PTC
7941,418740588,864691135883879280,864691135234084697,30.825180236816408,265.314051361084,2076,[331950. 122812.  22579.],-1.0,-1.0,3.0,2.0,E,4P,L3b,E,23P,L3a
7942,296860412,864691136673196679,864691135404396270,28.90851080322265,288.9872994155884,1572,[65142.5  35075.5    498.45],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,23P,L3b
7943,488094513,864691136039392254,864691136602265553,59.55520022583008,311.27869012451174,4948,[94403.    48509.25    637.675],-1.0,-1.0,3.0,2.0,E,5P-IT,L5b,I,MC,DTC
7944,212734773,864691135889857929,864691135726483263,41.32214709472656,67.44743005371093,4760,[51926.    57093.      541.975],-1.0,-1.0,3.0,3.0,E,6P-CT,L6tall-a,E,6P-CT,L6tall-b
7945,232734337,864691135874543502,864691136835172462,20.17980871582031,17.347331237792968,392,[54629.    57050.75    594.375],-1.0,-1.0,3.0,3.0,E,6P-IT,L6tall-a,E,6P-IT,L6short-b
7946,75722349,864691136194007766,864691135570722797,116.17903286743164,67.51624829101563,2432,[128286. 188728.  24191.],-1.0,-1.0,3.0,3.0,E,5P-IT,L4b,E,5P-ET,L5ET
7947,295447563,864691135474624576,864691135476413096,82.2645671081543,226.78941036987305,2976,[257732. 143412.  24507.],-1.0,-1.0,3.0,2.0,E,4P,L4b,E,4P,L4b
7948,143750214,864691135342334149,864691135135485209,62.346687561035154,182.8388916625977,5192,[168894. 174272.  18010.],-1.0,-1.0,3.0,2.0,I,MC,DTC,I,BC,DTC
7949,395146737,864691134884855290,864691136144622388,164.6087900390625,151.66216055297852,2136,[315988. 208978.  21536.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,5P-IT,L5a
7950,214138196,864691136123993382,864691135995300010,117.68803677368165,149.0287449951172,552,[209723. 100754.  25680.],-1.0,-1.0,3.0,2.0,I,MC,STC,E,23P,L2b
7951,235808356,864691135455196778,864691136371664520,108.03345890426635,191.74501525878907,3460,[224113. 132466.  17276.],-1.0,-1.0,3.0,2.0,E,23P,L2b,E,23P,L3a
7952,106027988,864691136911658481,864691135118637277,28.17060552978516,230.05078747558596,29488,[146052. 211876.  25906.],-1.0,-1.0,3.0,3.0,E,6P-IT,L6short-b,E,5P-IT,L5b
7953,349267961,864691135841840355,864691136544611234,0.0,0.0,2184,[71785.    58348.5     608.525],-1.0,-1.0,3.0,3.0,E,6P-IT,L6tall-c,E,6P-IT,L6short-b
7954,307991757,864691135509572617,864691136867895918,44.99191204833984,992.966100578308,2404,[65725.    49442.      624.825],-1.0,-1.0,3.0,3.0,E,6P-IT,L6tall-c,E,5P-ET,L5a
7955,224943866,864691135940411137,864691135865588444,23.49406787109375,94.9375365600586,3956,[213081. 235184.  25648.],-1.0,-1.0,3.0,2.0,E,6P-CT,L6tall-a,E,6P-IT,L6short-b
7956,196452973,864691135778484669,864691135938392117,60.94709448242188,234.9634242172241,968,[49775.5   56952.5     460.175],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,6P-CT,L6tall-a
7957,245204209,864691135616878441,864691135874561166,150.1141155090332,290.3038960647583,2920,[225230. 206836.  23198.],-1.0,-1.0,3.0,3.0,E,6P-CT,L6tall-a,E,6P-IT,L6short-a
7958,414250950,864691135687763168,864691136618489229,52.46066799926758,37.00113439941406,1200,[330828. 126538.  16291.],-1.0,-1.0,3.0,3.0,E,23P,L3b,E,23P,L3a
7959,46983891,864691136673531271,864691135257242287,105.22114835739136,148.23223513793943,6148,[112220. 183270.  17119.],-1.0,-1.0,3.0,2.0,E,4P,L4b,I,MC,DTC
7960,12488359,864691136681300590,864691135644659183,77.18247961425782,305.6258957519531,4696,[ 88694. 129708.  18427.],-1.0,-1.0,3.0,2.0,I,MC,DTC,E,23P,L2c
7961,61198941,864691137054850166,864691135455032170,9.4799189453125,235.0334296951294,2064,[30343.25  52284.      531.625],-1.0,-1.0,3.0,2.0,I,MC,DTC,E,5P-IT,L5ET
7962,238180068,864691135938604804,864691136577525524,42.44341131591797,362.9748529052735,4816,[221666. 164548.  22562.],-1.0,-1.0,3.0,2.0,E,23P,L3a,I,BC,PTC
7963,434640372,864691136105843417,864691135724823467,54.90702209472656,253.55433721923828,2040,[85496.25 49557.25   563.65],-1.0,-1.0,3.0,3.0,E,5P-IT,L6short-a,I,BC,PTC
7964,228875205,864691136423359279,864691136617121499,50.36605017089844,69.49682653808594,1220,[217862. 231564.  19005.],-1.0,-1.0,3.0,3.0,E,6P-IT,L6tall-a,E,6P-IT,L6tall-c
7965,92880365,864691135213925504,864691136135535243,96.9129014892578,138.65020697021484,3972,[33909.5   43669.      486.725],-1.0,-1.0,3.0,2.0,E,23P,L3a,I,BC,PTC
7966,442132868,864691135926580238,864691135539130226,59.017861877441405,222.9516025390625,200,[86058.5   42080.5     490.625],-1.0,-1.0,3.0,3.0,I,BC,DTC,E,5P-IT,L5a
7967,286318458,864691135977134403,864691136124471590,290.9971053466797,124.05819436645508,3652,[62808.   43411.5    429.65],-1.0,-1.0,3.0,2.0,E,4P,L4b,E,6P-IT,L6tall-a
7968,401887080,864691135810341580,864691135618554255,145.92099697875975,279.11549084472654,308,[322584. 235264.  20967.],-1.0,-1.0,3.0,3.0,E,6P-CT,L6short-b,E,6P-CT,L6tall-c
7969,331730874,864691135564777559,864691136194504680,672.6776760101318,191.0842640609741,2276,[281492. 179428.  25961.],-1.0,-1.0,3.0,2.0,E,5P-IT,L5a,E,5P-IT,L4c
7970,86329137,864691135387903105,864691135645474031,63.593645446777344,298.9794881134033,700,[135418. 156750.  23984.],-1.0,-1.0,3.0,2.0,I,MC,DTC,E,4P,L4b
7971,337213160,864691135947011876,864691135927130580,126.0043934326172,401.43905582427976,7420,[284752. 143046.  21795.],-1.0,-1.0,3.0,2.0,I,MC,DTC,E,23P,L3b
7972,316165297,864691135915171174,864691135816433743,170.9187969970703,190.9275885620117,4744,[272358. 174465.  22058.],-1.0,-1.0,3.0,3.0,E,4P,L4a,E,5P-IT,L5b
7973,141670543,864691135755999186,864691135304258215,140.84179800415038,156.51659231567382,4072,[41180.   49178.5    449.65],-1.0,-1.0,3.0,2.0,I,BC,DTC,E,6P-CT,L6tall-a
7974,473730212,864691136601586129,864691136974876956,161.77518228149415,201.43829829406735,27620,[364449. 188356.  22917.],-1.0,-1.0,3.0,3.0,E,4P,L4a,E,5P-ET,L5ET
7975,191109856,864691136297605915,864691136099758453,30.384950866699217,107.5993643798828,8832,[192736. 238145.  17519.],-1.0,-1.0,3.0,2.0,E,6P-CT,L6tall-a,E,6P-IT,L6short-b
7976,237395209,864691135772452859,864691135419078386,155.61311701965332,261.80679988098143,4628,[56155.    42309.5     659.325],-1.0,-1.0,3.0,3.0,E,4P,L4b,I,MC,DTC
7977,105965019,864691135989313024,864691135867073046,100.5756943397522,479.3861339263916,1316,[144744. 218358.  25585.],-1.0,-1.0,3.0,2.0,E,23P,L3a,E,5P-IT,L5b
7978,251231125,864691136228444497,864691135105043533,59.15146118164063,353.3413087387085,4168,[229988. 115530.  24850.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,23P,L2a
7979,128896650,864691134948539644,864691136286627011,84.42288992309571,358.2971454849244,2376,[40592.    35633.      464.625],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,23P,L4b
7980,173714303,864691135762760246,864691136362605026,92.3408948059082,187.2901936645508,8692,[184156. 126307.  23916.],-1.0,-1.0,3.0,3.0,E,4P,L4b,E,23P,L2c
7981,266261335,864691136237887247,864691135610744327,10.202634765625,476.3500565643311,6684,[59778.   51515.25   533.6 ],-1.0,-1.0,3.0,2.0,E,23P,L2c,I,BC,DTC
7982,185784312,864691136423876143,864691135463526974,20.737587890625,176.82725564575196,3636,[48947.   37882.     461.25],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,4P,L4a
7983,425825892,864691136419119255,864691135717343892,221.5848601989746,342.4086168823242,9892,[83899.5   57891.5     542.075],-1.0,-1.0,3.0,3.0,E,5P-IT,L5a,I,BC,PTC
7984,357473767,864691135182658306,864691135495502992,94.03327178955078,169.11325817871094,508,[295352. 174464.  25873.],-1.0,-1.0,3.0,3.0,I,MC,DTC,E,4P,L4b
7985,354617002,864691135567754220,864691135974761839,179.29776831054687,398.7018164405823,10672,[293438. 210248.  24390.],-1.0,-1.0,3.0,2.0,E,5P-IT,L5a,I,BPC,ITC
7986,135292904,864691135113360025,864691136673611655,28.12152377319336,180.3443282775879,5904,[161719. 244058.  22546.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,6P-CT,L6tall-a
7987,293321240,864691137021055598,864691135527219803,55.27535797119141,279.7944509048462,5496,[254444. 192442.  16620.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,5P-ET,L5ET
7988,428198741,864691135182803970,864691135155982692,22.14944665527344,251.3564936676025,3112,[336998. 206230.  24391.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,6P-IT,L6short-a
7989,288823732,864691135273233425,864691136436774302,68.45024072265625,438.1303877105713,2996,[63432.5   30953.5     478.025],-1.0,-1.0,3.0,2.0,I,MC,DTC,E,23P,L2b
7990,356574838,864691136004885706,864691135841757923,52.42398791503906,168.82915020751952,6156,[295186. 132834.  19305.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,23P,L3a
7991,375354996,864691135468798802,864691136237492239,62.11153948974609,347.15718170166014,1408,[76164. 62288.   594.],-1.0,-1.0,3.0,3.0,E,6P-IT,L6tall-c,E,6P-IT,L6tall-c
7992,223309072,864691136330117866,864691135781271120,131.90208996582032,291.90975482177737,3392,[214200. 146524.  26690.],-1.0,-1.0,3.0,2.0,E,4P,L4c,E,23P,L3b
7993,72395913,864691135065834308,864691135118023901,189.3653937072754,264.8424471740723,3204,[128428. 112620.  24102.],-1.0,-1.0,3.0,3.0,E,23P,L3a,E,5P-ET,L5a
7994,154732397,864691135585481080,864691136451690751,69.71604504394531,261.3757707214356,3776,[43685.   42676.     442.45],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,4P,L4a
7995,145858825,864691135772605259,864691135953985800,94.93937786865234,663.8420897216797,27400,[41927.   31528.75   598.1 ],-1.0,-1.0,3.0,2.0,E,4P,L4b,E,23P,L3b
7996,306760451,864691135911002793,864691135719419441,0.0,165.563228805542,6384,[66189.    42720.      396.825],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,5P-IT,L5a
7997,285675108,864691135938749188,864691136012117411,51.80108193969726,326.76357138061525,1540,[250350. 179800.  27087.],-1.0,-1.0,3.0,2.0,E,23P,L3b,E,5P-IT,L5b
7998,302274094,864691134886151674,864691136522180753,22.681973266601563,462.60200995635984,10556,[251741. 195784.  25615.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,5P-ET,L5ET
7999,133575947,864691135502873666,864691136176042502,66.71992195129394,272.1790736846924,2504,[40431.5   39605.5     611.225],-1.0,-1.0,3.0,2.0,E,23P,L3b,E,4P,L4a
8000,83076810,864691135395410677,864691135594375979,62.638765914917,207.0715937576294,412,[33036.    41398.5     395.175],-1.0,-1.0,3.0,2.0,I,MC,PTC,E,4P,L4a
8001,434553002,864691135683946935,864691135699730722,15.491414367675782,290.6971876068115,1892,[341145. 126386.  25161.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,23P,L3b
8002,364841784,864691136092270004,864691136144542260,80.71719464111328,379.1530886764526,6008,[74954.75  31344.      462.825],-1.0,-1.0,3.0,2.0,E,5P-IT,L5b,I,BC,DTC
8003,84994387,864691135618500239,864691135817802371,41.37536010742188,237.6739193572998,8764,[33220.    57833.      526.825],-1.0,-1.0,3.0,2.0,E,6P-IT,L6tall-c,E,6P-IT,L6short-a
8004,147015156,864691135591625483,864691135562001633,45.25898988342285,173.45012837219238,1916,[42429.5   41445.      564.775],-1.0,-1.0,3.0,3.0,E,4P,L4b,I,BC,PTC
8005,152350024,864691136601891793,864691135996030890,39.00427648925781,268.2804997634888,6116,[172902. 110313.  18753.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,23P,L2c
8006,413302894,864691135367436537,864691136005152970,99.87865768432616,301.23855047988894,9280,[330662. 179280.  20670.],-1.0,-1.0,3.0,2.0,E,6P-IT,L5ET,E,5P-ET,L5ET
8007,413633029,864691135988644810,864691135993757386,66.35354321289063,346.12606048583984,3520,[330023. 157268.  24960.],-1.0,-1.0,3.0,2.0,E,6P-IT,L6tall-a,E,4P,L4a
8008,346793758,864691136309666138,864691135772906571,18.185897033691408,433.52175634765626,692,[287178. 147864.  21025.],-1.0,-1.0,3.0,2.0,I,BC,PTC,I,BC,PTC
8009,334564430,864691136594933922,864691135182739202,87.01233828735351,103.72786979675293,2156,[70244.5   52990.5     520.825],-1.0,-1.0,3.0,2.0,I,BPC,DTC,E,6P-IT,L6short-a
8010,203107275,864691135731801017,864691136911639537,10.909824951171874,174.39863167190552,3600,[204111. 179558.  26555.],-1.0,-1.0,3.0,2.0,I,BC,PTC,I,BC,PTC
8011,119773840,864691135855566894,864691137197944385,117.98951397705078,212.91151358032224,220,[154848. 181832.  26866.],-1.0,-1.0,3.0,3.0,E,4P,L3b,E,4P,L4b
8012,257570260,864691135755217613,864691136020278008,71.3086802368164,134.4024527282715,688,[233982. 150480.  16249.],-1.0,-1.0,3.0,3.0,E,5P-IT,L5b,E,4P,L4b
8013,460613043,864691135526405723,864691136522443409,108.47291723632812,193.05253451538087,8444,[89091.5  43785.5    447.55],-1.0,-1.0,3.0,2.0,I,MC,DTC,E,5P-IT,L5a
8014,266815119,864691135992497089,864691135441521992,85.88288164520263,727.2220105934143,9740,[237538. 230484.  24094.],-1.0,-1.0,3.0,2.0,E,5P-IT,L5a,E,6P-CT,L6tall-c
8015,60704126,864691135725207979,864691135349251799,101.42034791564942,65.7516362915039,11076,[30305.   50298.5    479.35],-1.0,-1.0,3.0,3.0,E,5P-ET,L5a,E,5P-IT,L4c
8016,111988716,864691135257313455,864691134884789754,0.0,222.5883242492676,500,[36953.5 36869.5   614.5],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,23P,L3b
8017,323416290,864691135156965220,864691136926437962,72.83947666931152,233.4950606842041,5160,[277742. 151834.  19624.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,4P,L4a
8018,460090762,864691136558078370,864691136682885117,43.05428079223633,230.1220775756836,440,[355840. 138302.  20358.],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,4P,L4a
8019,81004806,864691135495167632,864691135888470921,27.79518286132813,184.0622677001953,2052,[32989.25  44117.75    462.325],-1.0,-1.0,3.0,2.0,E,6P-IT,L4c,E,4P,L4b
8020,403471660,864691136273354686,864691135359787608,185.51635122680665,195.7129006347656,3168,[326073.  96897.  19527.],-1.0,-1.0,3.0,3.0,E,23P,L2a,E,23P,L2c
8021,405398669,864691135156880996,864691135737724292,122.49208039855957,324.42404623413086,2020,[324152. 131286.  22065.],-1.0,-1.0,3.0,2.0,E,4P,L4b,E,23P,L3a
8022,226085475,864691135693636287,864691135925521166,59.76087026977539,73.07167614746093,2556,[215430. 238860.  20947.],-1.0,-1.0,3.0,3.0,E,6P-IT,L6short-b,E,6P-IT,L6tall-c
8023,150843731,864691135941126516,864691135580764612,0.0,142.6571206817627,2132,[42946.5   30487.      397.775],-1.0,-1.0,3.0,2.0,I,BC,PTC,E,23P,L2c
8024,248430573,864691135213619328,864691136577619220,231.14402989196776,281.696860534668,10900,[57844.5   54209.5     386.925],-1.0,-1.0,3.0,2.0,E,5P-NP,L5NP,E,6P-IT,L5ET
8025,176189273,864691135755227085,864691135475912768,110.67726205444336,806.487106842041,3660,[185947. 188603.  23057.],-1.0,-1.0,3.0,2.0,E,23P,L2c,I,MC,DTC
