run_name,epoch,train_acc,val_acc,overfitting_gap,cnn_depth,examples_per_epoch,val_e_acc,val_i_acc,e_i_gap,learning_rate,timestamp,cm_e_correct,cm_e_incorrect,cm_i_correct,cm_i_incorrect
2dcnn_multichannel,44,67.40,65.41,2.00,5,5000,66.07,64.75,1.32,0.000000,2026-02-28 10:04:07,845,434,832,453
2dcnn_multichannel,45,67.87,65.33,2.54,5,5000,67.94,62.72,5.22,0.000000,2026-02-28 10:04:18,869,410,806,479
2dcnn_multichannel,46,67.49,65.29,2.20,5,5000,67.01,63.58,3.43,0.000000,2026-02-28 10:04:30,857,422,817,468
2dcnn_multichannel,47,67.11,65.33,1.78,5,5000,66.30,64.36,1.94,0.000000,2026-02-28 10:04:42,848,431,827,458
2dcnn_multichannel,48,67.17,65.25,1.92,5,5000,66.54,63.97,2.57,0.000000,2026-02-28 10:04:55,851,428,822,463
2dcnn_multichannel,49,67.54,65.41,2.13,5,5000,69.27,61.56,7.72,0.000000,2026-02-28 10:05:06,886,393,791,494
2dcnn_multichannel,50,67.56,65.41,2.15,5,5000,66.15,64.67,1.48,0.000000,2026-02-28 10:05:20,846,433,831,454
2dcnn_multichannel,1,53.20,53.59,-0.39,5,5000,20.72,86.30,-65.58,0.000010,2026-02-28 10:36:35,265,1014,1109,176
2dcnn_multichannel,2,54.33,55.73,-1.40,5,5000,33.62,77.74,-44.12,0.000010,2026-02-28 10:36:53,430,849,999,286
2dcnn_multichannel,3,56.75,54.37,2.38,5,5000,24.24,84.36,-60.12,0.000010,2026-02-28 10:37:11,310,969,1084,201
2dcnn_multichannel,4,57.92,58.97,-1.05,5,5000,63.88,54.09,9.79,0.000010,2026-02-28 10:37:29,817,462,695,590
2dcnn_multichannel,5,58.60,58.54,0.06,5,5000,58.41,58.68,-0.27,0.000010,2026-02-28 10:37:47,747,532,754,531
2dcnn_multichannel,6,59.64,57.96,1.68,5,5000,84.91,31.13,53.78,0.000010,2026-02-28 10:38:04,1086,193,400,885
2dcnn_multichannel,7,60.12,59.32,0.80,5,5000,79.91,38.83,41.07,0.000010,2026-02-28 10:38:22,1022,257,499,786
2dcnn_multichannel,8,60.86,58.78,2.08,5,5000,65.29,52.30,12.99,0.000010,2026-02-28 10:38:41,835,444,672,613
2dcnn_multichannel,9,61.03,56.44,4.60,5,5000,90.38,22.65,67.74,0.000010,2026-02-28 10:39:00,1156,123,291,994
2dcnn_multichannel,10,61.39,59.56,1.84,5,5000,43.16,75.88,-32.72,0.000003,2026-02-28 10:39:18,552,727,975,310
2dcnn_multichannel,11,62.09,60.45,1.63,5,5000,78.19,42.80,35.38,0.000003,2026-02-28 10:39:38,1000,279,550,735
2dcnn_multichannel,12,62.91,61.19,1.72,5,5000,68.18,54.24,13.94,0.000003,2026-02-28 10:39:55,872,407,697,588
2dcnn_multichannel,13,62.62,61.31,1.31,5,5000,68.49,54.16,14.33,0.000003,2026-02-28 10:40:14,876,403,696,589
2dcnn_multichannel,14,63.44,61.78,1.66,5,5000,69.66,53.93,15.73,0.000003,2026-02-28 10:40:33,891,388,693,592
2dcnn_multichannel,15,62.90,61.47,1.43,5,5000,59.89,63.04,-3.14,0.000003,2026-02-28 10:41:02,766,513,810,475
2dcnn_multichannel,16,62.81,61.78,1.03,5,5000,67.94,55.64,12.30,0.000003,2026-02-28 10:41:20,869,410,715,570
2dcnn_multichannel,17,63.86,62.13,1.73,5,5000,65.75,58.52,7.23,0.000003,2026-02-28 10:41:38,841,438,752,533
2dcnn_multichannel,18,63.38,62.01,1.37,5,5000,52.62,71.36,-18.74,0.000003,2026-02-28 10:41:56,673,606,917,368
2dcnn_multichannel,19,63.31,62.95,0.37,5,5000,65.52,60.39,5.13,0.000003,2026-02-28 10:42:14,838,441,776,509
2dcnn_multichannel,20,64.11,62.25,1.87,5,5000,63.96,60.54,3.41,0.000003,2026-02-28 10:42:33,818,461,778,507
2dcnn_multichannel,21,63.91,62.13,1.78,5,5000,54.73,69.49,-14.76,0.000003,2026-02-28 10:42:51,700,579,893,392
2dcnn_multichannel,22,64.41,63.14,1.26,5,5000,69.66,56.65,13.01,0.000003,2026-02-28 10:43:09,891,388,728,557
2dcnn_multichannel,23,64.13,62.64,1.50,5,5000,58.33,66.93,-8.60,0.000003,2026-02-28 10:43:29,746,533,860,425
2dcnn_multichannel,24,65.01,60.80,4.21,5,5000,47.69,73.85,-26.16,0.000003,2026-02-28 10:43:47,610,669,949,336
2dcnn_multichannel,25,64.32,62.99,1.33,5,5000,69.82,56.19,13.63,0.000001,2026-02-28 10:44:08,893,386,722,563
2dcnn_multichannel,26,64.09,63.34,0.75,5,5000,66.07,60.62,5.44,0.000001,2026-02-28 10:44:25,845,434,779,506
2dcnn_multichannel,27,65.06,63.57,1.49,5,5000,65.99,61.17,4.82,0.000001,2026-02-28 10:44:43,844,435,786,499
2dcnn_multichannel,28,65.87,63.49,2.38,5,5000,66.07,60.93,5.13,0.000001,2026-02-28 10:45:01,845,434,783,502
2dcnn_multichannel,29,65.38,63.73,1.65,5,5000,65.05,62.41,2.64,0.000001,2026-02-28 10:45:19,832,447,802,483
2dcnn_multichannel,30,65.53,64.24,1.29,5,5000,69.82,58.68,11.14,0.000001,2026-02-28 10:45:39,893,386,754,531
2dcnn_multichannel,31,65.21,63.92,1.28,5,5000,59.89,67.94,-8.05,0.000001,2026-02-28 10:45:57,766,513,873,412
2dcnn_multichannel,32,65.25,63.73,1.52,5,5000,64.82,62.65,2.17,0.000001,2026-02-28 10:46:16,829,450,805,480
2dcnn_multichannel,33,65.89,63.85,2.04,5,5000,63.49,64.20,-0.72,0.000001,2026-02-28 10:46:34,812,467,825,460
2dcnn_multichannel,34,65.63,63.77,1.86,5,5000,67.16,60.39,6.77,0.000001,2026-02-28 10:46:52,859,420,776,509
2dcnn_multichannel,35,64.79,64.00,0.79,5,5000,65.44,62.57,2.87,0.000000,2026-02-28 10:47:11,837,442,804,481
2dcnn_multichannel,36,65.67,64.04,1.62,5,5000,66.46,61.63,4.82,0.000000,2026-02-28 10:47:29,850,429,792,493
2dcnn_multichannel,37,65.67,64.35,1.32,5,5000,62.94,65.76,-2.82,0.000000,2026-02-28 10:47:47,805,474,845,440
2dcnn_multichannel,38,65.39,64.08,1.31,5,5000,60.75,67.39,-6.64,0.000000,2026-02-28 10:48:05,777,502,866,419
2dcnn_multichannel,39,65.14,64.78,0.36,5,5000,62.16,67.39,-5.24,0.000000,2026-02-28 10:48:26,795,484,866,419
2dcnn_multichannel,40,65.91,64.00,1.91,5,5000,65.44,62.57,2.87,0.000000,2026-02-28 10:48:49,837,442,804,481
2dcnn_multichannel,41,65.37,64.04,1.33,5,5000,66.22,61.87,4.36,0.000000,2026-02-28 10:49:07,847,432,795,490
2dcnn_multichannel,42,65.76,63.96,1.80,5,5000,64.43,63.50,0.92,0.000000,2026-02-28 10:49:26,824,455,816,469
2dcnn_multichannel,43,65.53,64.20,1.33,5,5000,67.55,60.86,6.70,0.000000,2026-02-28 10:49:44,864,415,782,503
2dcnn_multichannel,44,65.99,63.92,2.06,5,5000,67.63,60.23,7.40,0.000000,2026-02-28 10:50:02,865,414,774,511
2dcnn_multichannel,45,66.04,64.39,1.64,5,5000,66.69,62.10,4.59,0.000000,2026-02-28 10:50:20,853,426,798,487
2dcnn_multichannel,46,66.07,64.20,1.88,5,5000,66.46,61.95,4.51,0.000000,2026-02-28 10:50:39,850,429,796,489
2dcnn_multichannel,47,65.59,64.16,1.43,5,5000,65.36,62.96,2.41,0.000000,2026-02-28 10:50:57,836,443,809,476
2dcnn_multichannel,48,65.97,64.04,1.93,5,5000,66.77,61.32,5.45,0.000000,2026-02-28 10:51:19,854,425,788,497
2dcnn_multichannel,49,66.00,63.96,2.03,5,5000,70.05,57.90,12.16,0.000000,2026-02-28 10:51:37,896,383,744,541
2dcnn_multichannel,50,66.46,64.24,2.22,5,5000,67.63,60.86,6.77,0.000000,2026-02-28 10:51:56,865,414,782,503
2dcnn_multichannel,1,53.26,55.34,-2.09,5,5000,35.52,75.04,-39.51,0.000010,2026-02-28 13:22:23,454,824,965,321
2dcnn_multichannel,2,54.12,55.81,-1.69,5,5000,36.70,74.81,-38.11,0.000010,2026-02-28 13:23:13,469,809,962,324
2dcnn_multichannel,3,56.17,55.27,0.91,5,5000,26.76,83.59,-56.83,0.000010,2026-02-28 13:23:56,342,936,1075,211
2dcnn_multichannel,4,58.54,57.88,0.67,5,5000,42.64,73.02,-30.37,0.000010,2026-02-28 13:24:38,545,733,939,347
2dcnn_multichannel,5,58.69,59.71,-1.02,5,5000,49.92,69.44,-19.52,0.000010,2026-02-28 13:25:15,638,640,893,393
2dcnn_multichannel,6,59.24,57.80,1.44,5,5000,85.92,29.86,56.06,0.000010,2026-02-28 13:25:56,1098,180,384,902
2dcnn_multichannel,7,60.36,58.81,1.54,5,5000,76.21,41.52,34.69,0.000010,2026-02-28 13:26:42,974,304,534,752
2dcnn_multichannel,8,60.75,59.40,1.35,5,5000,63.69,55.13,8.56,0.000010,2026-02-28 13:27:31,814,464,709,577
2dcnn_multichannel,9,61.37,58.15,3.22,5,5000,82.71,33.75,48.96,0.000010,2026-02-28 13:28:13,1057,221,434,852
2dcnn_multichannel,10,61.51,59.95,1.56,5,5000,42.18,77.60,-35.43,0.000010,2026-02-28 13:28:56,539,739,998,288
2dcnn_multichannel,11,61.82,57.22,4.61,5,5000,90.45,24.18,66.27,0.000003,2026-02-28 13:29:48,1156,122,311,975
2dcnn_multichannel,12,63.38,62.13,1.25,5,5000,68.78,55.52,13.26,0.000003,2026-02-28 13:30:30,879,399,714,572
2dcnn_multichannel,13,63.01,61.66,1.35,5,5000,65.02,58.32,6.70,0.000003,2026-02-28 13:31:04,831,447,750,536
2dcnn_multichannel,14,63.12,61.97,1.15,5,5000,64.40,59.56,4.83,0.000003,2026-02-28 13:31:35,823,455,766,520
2dcnn_multichannel,15,62.72,61.08,1.64,5,5000,50.70,71.38,-20.68,0.000003,2026-02-28 13:32:13,648,630,918,368
2dcnn_multichannel,16,63.17,61.82,1.35,5,5000,62.52,61.12,1.40,0.000003,2026-02-28 13:32:50,799,479,786,500
2dcnn_multichannel,17,64.16,62.01,2.15,5,5000,56.18,67.81,-11.63,0.000003,2026-02-28 13:33:27,718,560,872,414
2dcnn_multichannel,18,64.16,62.64,1.53,5,5000,51.25,73.95,-22.70,0.000001,2026-02-28 13:34:00,655,623,951,335
2dcnn_multichannel,19,64.22,63.10,1.12,5,5000,65.02,61.20,3.83,0.000001,2026-02-28 13:34:38,831,447,787,499
2dcnn_multichannel,20,64.52,62.71,1.81,5,5000,63.38,62.05,1.33,0.000001,2026-02-28 13:35:15,810,468,798,488
2dcnn_multichannel,21,64.58,62.64,1.95,5,5000,60.02,65.24,-5.23,0.000001,2026-02-28 13:35:48,767,511,839,447
2dcnn_multichannel,22,64.72,62.71,2.00,5,5000,63.25,62.18,1.07,0.000001,2026-02-28 13:36:22,809,470,799,486
2dcnn_multichannel,23,64.61,63.42,1.20,5,5000,61.30,65.53,-4.23,0.000001,2026-02-28 13:36:58,784,495,842,443
2dcnn_multichannel,24,64.76,62.83,1.93,5,5000,56.64,69.00,-12.36,0.000001,2026-02-28 13:37:32,725,555,886,398
2dcnn_multichannel,25,64.26,63.38,0.88,5,5000,66.33,60.44,5.89,0.000000,2026-02-28 13:38:08,849,431,776,508
2dcnn_multichannel,26,64.06,63.26,0.80,5,5000,62.66,63.86,-1.21,0.000000,2026-02-28 13:38:44,802,478,820,464
2dcnn_multichannel,27,64.12,63.22,0.90,5,5000,61.95,64.49,-2.53,0.000000,2026-02-28 13:39:22,793,487,828,456
2dcnn_multichannel,28,65.47,63.10,2.37,5,5000,62.58,63.63,-1.05,0.000000,2026-02-28 13:39:59,801,479,817,467
2dcnn_multichannel,29,65.12,63.03,2.09,5,5000,63.75,62.31,1.44,0.000000,2026-02-28 13:40:36,816,464,800,484
2dcnn_multichannel,30,64.94,63.22,1.72,5,5000,62.50,63.94,-1.44,0.000000,2026-02-28 13:41:10,800,480,821,463
2dcnn_multichannel,31,65.05,63.26,1.79,5,5000,58.98,67.52,-8.54,0.000000,2026-02-28 13:41:48,755,525,867,417
2dcnn_multichannel,32,64.96,63.03,1.94,5,5000,61.09,64.95,-3.86,0.000000,2026-02-28 13:42:23,782,498,834,450
2dcnn_multichannel,33,65.14,63.03,2.11,5,5000,60.47,65.58,-5.11,0.000000,2026-02-28 13:43:03,774,506,842,442
2dcnn_multichannel,34,65.44,63.46,1.99,5,5000,66.88,60.05,6.83,0.000000,2026-02-28 13:43:39,856,424,771,513
2dcnn_multichannel,35,64.86,62.56,2.30,5,5000,62.42,62.69,-0.27,0.000000,2026-02-28 13:44:13,799,481,805,479
2dcnn_multichannel,36,65.35,63.34,2.01,5,5000,64.22,62.46,1.76,0.000000,2026-02-28 13:44:48,822,458,802,482
2dcnn_multichannel,37,64.85,63.10,1.74,5,5000,59.30,66.90,-7.60,0.000000,2026-02-28 13:45:24,759,521,859,425
2dcnn_multichannel,38,64.19,62.79,1.40,5,5000,57.89,67.68,-9.79,0.000000,2026-02-28 13:45:58,741,539,869,415
2dcnn_multichannel,39,64.57,63.18,1.39,5,5000,60.23,66.12,-5.89,0.000000,2026-02-28 13:46:33,771,509,849,435
2dcnn_multichannel,40,65.25,63.07,2.18,5,5000,62.58,63.55,-0.97,0.000000,2026-02-28 13:47:13,801,479,816,468
2dcnn_multichannel,41,64.92,63.22,1.70,5,5000,62.19,64.25,-2.06,0.000000,2026-02-28 13:47:47,796,484,825,459
2dcnn_multichannel,42,65.37,63.14,2.23,5,5000,62.89,63.40,-0.51,0.000000,2026-02-28 13:48:24,805,475,814,470
2dcnn_multichannel,43,65.34,63.18,2.16,5,5000,63.83,62.54,1.29,0.000000,2026-02-28 13:49:02,817,463,803,481
2dcnn_multichannel,44,64.85,63.34,1.51,5,5000,62.58,64.10,-1.52,0.000000,2026-02-28 13:49:39,801,479,823,461
2dcnn_multichannel,45,65.08,63.30,1.78,5,5000,64.53,62.07,2.46,0.000000,2026-02-28 13:50:34,826,454,797,487
2dcnn_multichannel,46,64.87,63.10,1.76,5,5000,63.05,63.16,-0.12,0.000000,2026-02-28 13:51:10,807,473,811,473
2dcnn_multichannel,47,64.88,63.26,1.61,5,5000,62.66,63.86,-1.21,0.000000,2026-02-28 13:51:45,802,478,820,464
2dcnn_multichannel,48,64.99,63.30,1.69,5,5000,62.89,63.71,-0.82,0.000000,2026-02-28 13:52:22,805,475,818,466
2dcnn_multichannel,1,52.57,52.96,-0.40,5,5000,34.45,71.42,-36.96,0.000010,2026-02-28 14:12:31,441,839,917,367
2dcnn_multichannel,2,53.65,53.67,-0.02,5,5000,22.66,84.58,-61.92,0.000010,2026-02-28 14:13:24,290,990,1086,198
2dcnn_multichannel,3,54.70,54.49,0.22,5,5000,36.64,72.27,-35.63,0.000010,2026-02-28 14:14:19,469,811,928,356
2dcnn_multichannel,4,55.95,53.90,2.05,5,5000,17.58,90.11,-72.53,0.000010,2026-02-28 14:15:08,225,1055,1157,127
2dcnn_multichannel,5,56.05,56.47,-0.43,5,5000,39.45,73.44,-33.99,0.000010,2026-02-28 14:15:50,505,775,943,341
2dcnn_multichannel,6,55.83,55.62,0.22,5,5000,62.11,49.14,12.97,0.000010,2026-02-28 14:16:26,795,485,631,653
2dcnn_multichannel,7,57.60,52.96,4.63,5,5000,67.50,38.47,29.03,0.000010,2026-02-28 14:17:05,864,416,494,790
2dcnn_multichannel,8,57.80,50.23,7.57,5,5000,82.89,17.68,65.21,0.000010,2026-02-28 14:17:45,1061,219,227,1057
2dcnn_multichannel,9,57.18,52.26,4.92,5,5000,81.80,22.82,58.98,0.000010,2026-02-28 14:18:25,1047,233,293,991
2dcnn_multichannel,10,58.50,53.82,4.67,5,5000,67.89,39.80,28.09,0.000010,2026-02-28 14:19:01,869,411,511,773
2dcnn_multichannel,11,58.52,51.48,7.03,5,5000,92.03,11.06,80.97,0.000003,2026-02-28 14:19:44,1178,102,142,1142
2dcnn_multichannel,12,59.07,54.06,5.02,5,5000,71.56,36.60,34.96,0.000003,2026-02-28 14:20:42,916,364,470,814
2dcnn_multichannel,13,59.07,52.38,6.69,5,5000,82.50,22.35,60.15,0.000003,2026-02-28 14:21:38,1056,224,287,997
2dcnn_multichannel,14,58.89,54.25,4.63,5,5000,76.25,32.32,43.93,0.000003,2026-02-28 14:22:39,976,304,415,869
2dcnn_multichannel,15,59.61,54.64,4.97,5,5000,68.98,40.34,28.64,0.000003,2026-02-28 14:23:39,883,397,518,766
2dcnn_multichannel,16,58.67,51.76,6.92,5,5000,90.16,13.47,76.68,0.000003,2026-02-28 14:24:35,1154,126,173,1111
2dcnn_multichannel,17,59.58,53.55,6.03,5,5000,73.52,33.64,39.87,0.000001,2026-02-28 14:25:34,941,339,432,852
2dcnn_multichannel,18,60.12,53.04,7.07,5,5000,77.11,29.05,48.06,0.000001,2026-02-28 14:26:37,987,293,373,911
2dcnn_multichannel,19,59.68,53.55,6.13,5,5000,81.41,25.78,55.63,0.000001,2026-02-28 14:27:47,1042,238,331,953
resnet_multislice_n3,1,53.36,54.84,-1.48,5,5000,30.39,79.21,-48.81,0.000100,2026-02-28 14:44:44,389,891,1017,267
resnet_multislice_n3,2,56.77,58.35,-1.58,5,5000,67.34,49.38,17.97,0.000100,2026-02-28 14:45:57,862,418,634,650
resnet_multislice_n3,3,60.41,56.75,3.66,5,5000,70.70,42.83,27.87,0.000100,2026-02-28 14:47:13,905,375,550,734
resnet_multislice_n3,4,65.01,54.88,10.14,5,5000,36.02,73.68,-37.66,0.000100,2026-02-28 14:48:24,461,819,946,338
resnet_multislice_n3,5,73.77,56.08,17.69,5,5000,55.00,57.17,-2.17,0.000100,2026-02-28 14:49:36,704,576,734,550
resnet_multislice_n3,6,84.00,56.08,27.92,5,5000,68.91,43.30,25.60,0.000100,2026-02-28 14:50:48,882,398,556,728
resnet_multislice_n3,7,92.31,54.60,37.71,5,5000,43.83,65.34,-21.51,0.000100,2026-02-28 14:52:01,561,719,839,445
resnet_multislice_n3,8,94.50,52.69,41.81,5,5000,36.64,68.69,-32.05,0.000030,2026-02-28 14:53:13,469,811,882,402
resnet_multislice_n3,9,97.72,54.56,43.15,5,5000,54.61,54.52,0.09,0.000030,2026-02-28 14:54:24,699,581,700,584
resnet_multislice_n3,10,99.04,55.23,43.82,5,5000,56.02,54.44,1.58,0.000030,2026-02-28 14:55:35,717,563,699,585
resnet_multislice_n3,11,99.49,53.55,45.94,5,5000,44.84,62.23,-17.38,0.000030,2026-02-28 14:56:48,574,706,799,485
resnet_multislice_n3,12,99.56,54.84,44.72,5,5000,50.47,59.19,-8.72,0.000030,2026-02-28 14:58:01,646,634,760,524
resnet_multislice_n3,13,99.57,53.94,45.63,5,5000,39.53,68.30,-28.77,0.000030,2026-02-28 14:59:16,506,774,877,407
resnet_multislice_n3,14,99.57,54.64,44.93,5,5000,45.31,63.94,-18.63,0.000009,2026-02-28 15:00:28,580,700,821,463
resnet_multislice_n3,15,99.56,53.71,45.86,5,5000,45.47,61.92,-16.45,0.000009,2026-02-28 15:01:41,582,698,795,489
resnet_multislice_n3,16,99.61,53.98,45.63,5,5000,57.27,50.70,6.56,0.000009,2026-02-28 15:02:58,733,547,651,633
resnet_multislice_n3,1,53.63,56.40,-2.77,5,5000,42.11,70.64,-28.53,0.000100,2026-02-28 15:14:57,539,741,907,377
resnet_multislice_n3,2,57.22,55.38,1.84,5,5000,21.02,89.64,-68.63,0.000100,2026-02-28 15:15:54,269,1011,1151,133
resnet_multislice_n3,3,60.29,55.38,4.91,5,5000,38.75,71.96,-33.21,0.000100,2026-02-28 15:17:00,496,784,924,360
resnet_multislice_n3,4,65.72,54.25,11.47,5,5000,26.72,81.70,-54.98,0.000100,2026-02-28 15:18:21,342,938,1049,235
resnet_multislice_n3,5,74.78,55.77,19.00,5,5000,47.42,64.10,-16.67,0.000100,2026-02-28 15:19:40,607,673,823,461
resnet_multislice_n3,6,84.96,54.41,30.55,5,5000,48.05,60.75,-12.70,0.000100,2026-02-28 15:21:02,615,665,780,504
resnet_multislice_n3,7,91.67,53.67,38.00,5,5000,81.09,26.32,54.77,0.000030,2026-02-28 15:22:25,1038,242,338,946
resnet_multislice_n3,8,96.54,55.23,41.31,5,5000,44.77,65.65,-20.89,0.000030,2026-02-28 15:23:48,573,707,843,441
resnet_multislice_n3,9,98.66,53.20,45.47,5,5000,47.42,58.96,-11.53,0.000030,2026-02-28 15:25:10,607,673,757,527
resnet_multislice_n3,10,99.27,53.51,45.76,5,5000,42.11,64.88,-22.77,0.000030,2026-02-28 15:26:33,539,741,833,451
resnet_multislice_n3,11,99.33,53.08,46.25,5,5000,40.31,65.81,-25.50,0.000030,2026-02-28 15:28:02,516,764,845,439
resnet_multislice_n3,12,99.57,54.88,44.70,5,5000,56.09,53.66,2.43,0.000030,2026-02-28 15:29:24,718,562,689,595
resnet_multislice_n3,13,99.45,53.24,46.22,5,5000,34.22,72.20,-37.98,0.000009,2026-02-28 15:30:47,438,842,927,357
resnet_multislice_n3,14,99.68,54.56,45.11,5,5000,44.22,64.88,-20.66,0.000009,2026-02-28 15:32:09,566,714,833,451
resnet_multislice_n3,15,99.55,53.98,45.57,5,5000,41.92,66.02,-24.10,0.000009,2026-02-28 15:33:31,537,744,847,436
resnet_multislice_n3,1,53.20,51.29,1.91,5,5000,6.95,95.56,-88.61,0.001000,2026-02-28 15:51:51,89,1192,1226,57
resnet_multislice_n3,2,56.42,55.54,0.88,5,5000,33.80,77.24,-43.44,0.001000,2026-02-28 15:54:27,433,848,991,292
resnet_multislice_n3,3,57.63,55.46,2.17,5,5000,68.38,42.56,25.83,0.001000,2026-02-28 15:56:59,876,405,546,737
resnet_multislice_n3,4,57.91,53.08,4.83,5,5000,11.40,94.70,-83.30,0.001000,2026-02-28 16:00:08,146,1135,1215,68
resnet_multislice_n3,5,58.00,51.01,6.98,5,5000,84.07,18.00,66.07,0.001000,2026-02-28 16:02:56,1077,204,231,1052
resnet_n3_masks,1,52.43,54.59,-2.17,5,5000,81.63,27.55,54.08,0.001000,2026-02-28 18:09:42,160,36,54,142
resnet_n3_masks,2,57.28,59.69,-2.41,5,5000,84.18,35.20,48.98,0.001000,2026-02-28 18:10:13,165,31,69,127
resnet_n3_masks,3,58.24,63.78,-5.54,5,5000,66.84,60.71,6.12,0.001000,2026-02-28 18:10:47,131,65,119,77
resnet_n3_masks,4,59.32,60.97,-1.65,5,5000,58.16,63.78,-5.61,0.001000,2026-02-28 18:11:20,114,82,125,71
resnet_n3_masks,5,60.03,64.80,-4.77,5,5000,65.82,63.78,2.04,0.001000,2026-02-28 18:11:52,129,67,125,71
resnet_n3_masks,6,60.98,64.80,-3.81,5,5000,85.71,43.88,41.84,0.001000,2026-02-28 18:12:23,168,28,86,110
resnet_n3_masks,7,61.43,57.91,3.52,5,5000,90.82,25.00,65.82,0.001000,2026-02-28 18:12:54,178,18,49,147
resnet_n3_masks,8,62.07,64.03,-1.96,5,5000,67.35,60.71,6.63,0.001000,2026-02-28 18:13:23,132,64,119,77
resnet_n3_masks,9,61.81,59.69,2.12,5,5000,93.88,25.51,68.37,0.001000,2026-02-28 18:13:54,184,12,50,146
resnet_n3_masks,10,63.35,65.31,-1.96,5,5000,83.67,46.94,36.73,0.001000,2026-02-28 18:14:25,164,32,92,104
resnet_n3_masks,11,64.37,61.99,2.38,5,5000,90.82,33.16,57.65,0.000300,2026-02-28 18:14:57,178,18,65,131
resnet_n3_masks,12,64.30,66.07,-1.77,5,5000,80.61,51.53,29.08,0.000300,2026-02-28 18:15:22,158,38,101,95
resnet_n3_masks,13,67.43,66.33,1.11,5,5000,79.59,53.06,26.53,0.000300,2026-02-28 18:15:51,156,40,104,92
resnet_n3_masks,14,69.48,60.71,8.76,5,5000,86.22,35.20,51.02,0.000300,2026-02-28 18:16:22,169,27,69,127
resnet_n3_masks,15,69.48,61.48,8.00,5,5000,79.08,43.88,35.20,0.000300,2026-02-28 18:16:52,155,41,86,110
resnet_n3_masks,16,71.90,62.24,9.66,5,5000,85.71,38.78,46.94,0.000300,2026-02-28 18:17:23,168,28,76,120
resnet_n3_masks,17,74.46,62.24,12.21,5,5000,89.80,34.69,55.10,0.000300,2026-02-28 18:17:52,176,20,68,128
resnet_n3_masks,18,75.42,60.71,14.70,5,5000,84.69,36.73,47.96,0.000090,2026-02-28 18:18:21,166,30,72,124
resnet_n3_masks,19,79.31,59.95,19.36,5,5000,76.02,43.88,32.14,0.000090,2026-02-28 18:18:53,149,47,86,110
resnet_n3_masks,20,86.40,57.91,28.49,5,5000,76.53,39.29,37.24,0.000090,2026-02-28 18:19:23,150,46,77,119
resnet_n3_masks,21,90.68,60.97,29.71,5,5000,68.88,53.06,15.82,0.000090,2026-02-28 18:19:55,135,61,104,92
resnet_n3_masks,22,93.87,57.91,35.96,5,5000,60.20,55.61,4.59,0.000090,2026-02-28 18:20:24,118,78,109,87
resnet_n3_masks,23,94.76,58.67,36.09,5,5000,61.73,55.61,6.12,0.000090,2026-02-28 18:20:55,121,75,109,87
resnet_n3_masks,24,96.62,54.59,42.02,5,5000,68.37,40.82,27.55,0.000027,2026-02-28 18:21:24,134,62,80,116
resnet_n3_masks,25,98.28,58.42,39.86,5,5000,69.39,47.45,21.94,0.000027,2026-02-28 18:21:55,136,60,93,103
resnet_n3_masks,26,99.17,59.44,39.73,5,5000,70.41,48.47,21.94,0.000027,2026-02-28 18:22:27,138,58,95,101
resnet_n3_masks,27,99.11,57.91,41.20,5,5000,64.29,51.53,12.76,0.000027,2026-02-28 18:23:00,126,70,101,95
resnet_n3_masks_frozen,1,51.47,59.18,-7.71,5,5000,81.12,37.24,43.88,0.001000,2026-02-28 18:29:28,159,37,73,123
resnet_n3_masks_frozen,2,59.26,57.91,1.35,5,5000,34.18,81.63,-47.45,0.001000,2026-02-28 18:29:43,67,129,160,36
resnet_n3_masks_frozen,3,59.20,53.06,6.13,5,5000,93.88,12.24,81.63,0.001000,2026-02-28 18:29:58,184,12,24,172
resnet_n3_masks_frozen,4,61.94,60.71,1.23,5,5000,67.86,53.57,14.29,0.001000,2026-02-28 18:30:13,133,63,105,91
resnet_n3_masks_frozen,5,64.69,55.36,9.33,5,5000,95.41,15.31,80.10,0.001000,2026-02-28 18:30:27,187,9,30,166
resnet_n3_masks_frozen,6,65.45,54.59,10.86,5,5000,98.47,10.71,87.76,0.001000,2026-02-28 18:30:41,193,3,21,175
resnet_n3_masks_frozen,7,66.99,55.61,11.37,5,5000,36.22,75.00,-38.78,0.001000,2026-02-28 18:30:55,71,125,147,49
resnet_n3_masks_frozen,8,66.03,57.91,8.12,5,5000,71.94,43.88,28.06,0.001000,2026-02-28 18:31:09,141,55,86,110
resnet_n3_masks_frozen,9,71.58,56.63,14.95,5,5000,59.69,53.57,6.12,0.001000,2026-02-28 18:31:23,117,79,105,91
resnet_n3_masks_frozen,10,71.20,50.77,20.44,5,5000,89.29,12.24,77.04,0.000300,2026-02-28 18:31:37,175,21,24,172
resnet_n3_masks_small,1,52.43,55.61,-3.19,5,5000,47.45,63.78,-16.33,0.001000,2026-02-28 19:00:51,93,103,125,71
resnet_n3_masks_small,2,58.68,59.18,-0.50,5,5000,61.22,57.14,4.08,0.001000,2026-02-28 19:01:06,120,76,112,84
resnet_n3_masks_small,3,61.24,56.12,5.12,5,5000,56.63,55.61,1.02,0.001000,2026-02-28 19:01:20,111,85,109,87
resnet_n3_masks_small,4,61.37,54.08,7.28,5,5000,23.98,84.18,-60.20,0.001000,2026-02-28 19:01:33,47,149,165,31
resnet_n3_masks_small,5,63.67,51.02,12.64,5,5000,99.49,2.55,96.94,0.001000,2026-02-28 19:01:47,195,1,5,191
