run_name,epoch,train_acc,val_acc,overfitting_gap,cnn_depth,examples_per_epoch,val_e_acc,val_i_acc,e_i_gap,learning_rate,timestamp,cm_e_correct,cm_e_incorrect,cm_i_correct,cm_i_incorrect
resnet_n3_masks_small,6,65.01,55.36,9.65,5,5000,94.39,16.33,78.06,0.001000,2026-02-28 19:02:00,185,11,32,164
resnet_n3_masks_small,7,66.09,57.14,8.95,5,5000,38.27,76.02,-37.76,0.001000,2026-02-28 19:02:15,75,121,149,47
resnet_n3_masks_small,8,66.48,59.18,7.29,5,5000,80.61,37.76,42.86,0.000300,2026-02-28 19:02:28,158,38,74,122
resnet_n3_masks_15k,1,55.51,52.53,2.98,5,5000,94.14,10.92,83.22,0.001000,2026-03-01 13:12:05,1397,87,162,1322
resnet_n3_masks_15k,2,58.37,60.85,-2.48,5,5000,78.84,42.86,35.98,0.001000,2026-03-01 13:17:13,1170,314,636,848
resnet_n3_masks_15k,3,59.29,62.13,-2.84,5,5000,73.72,50.54,23.18,0.001000,2026-03-01 13:21:58,1094,390,750,734
resnet_n3_masks_15k,4,59.57,58.89,0.67,5,5000,86.32,31.47,54.85,0.001000,2026-03-01 13:26:46,1281,203,467,1017
resnet_n3_masks_15k,5,60.74,61.73,-0.99,5,5000,61.79,61.66,0.13,0.001000,2026-03-01 13:31:23,917,567,915,569
resnet_n3_masks_15k,6,60.19,59.33,0.86,5,5000,82.55,36.12,46.43,0.001000,2026-03-01 13:36:43,1225,259,536,948
resnet_n3_masks_15k,7,60.39,61.19,-0.79,5,5000,61.32,61.05,0.27,0.001000,2026-03-01 13:41:02,910,574,906,578
resnet_n3_masks_15k,8,60.46,58.79,1.67,5,5000,81.67,35.92,45.75,0.001000,2026-03-01 13:44:53,1212,272,533,951
resnet_n3_masks_15k,9,60.92,60.48,0.44,5,5000,84.97,35.98,48.99,0.000300,2026-03-01 13:48:46,1261,223,534,950
resnet_n3_15k,1,53.91,56.13,-2.22,5,5000,59.70,52.56,7.14,0.001000,2026-03-01 14:12:38,886,598,780,704
resnet_n3_15k,2,56.80,56.06,0.73,5,5000,75.47,36.66,38.81,0.001000,2026-03-01 14:14:55,1120,364,544,940
resnet_n3_15k,3,56.24,56.54,-0.29,5,5000,61.93,51.15,10.78,0.001000,2026-03-01 14:17:13,919,565,759,725
resnet_n3_15k,4,57.88,53.54,4.35,5,5000,16.64,90.43,-73.79,0.001000,2026-03-01 14:19:34,247,1237,1342,142
resnet_n3_15k,5,58.36,55.69,2.66,5,5000,54.04,57.35,-3.30,0.001000,2026-03-01 14:21:57,802,682,851,633
resnet_n3_15k,6,58.37,54.82,3.55,5,5000,77.36,32.28,45.08,0.001000,2026-03-01 14:24:18,1148,336,479,1005
resnet_n3_15k,7,58.61,53.74,4.87,5,5000,17.45,90.03,-72.57,0.000300,2026-03-01 14:26:38,259,1225,1336,148
resnet_n3_15k,8,60.50,56.67,3.82,5,5000,54.11,59.23,-5.12,0.000300,2026-03-01 14:28:54,803,681,879,605
resnet_n3_15k,9,60.38,55.96,4.41,5,5000,64.96,46.97,17.99,0.000300,2026-03-01 14:31:11,964,520,697,787
resnet_n3_15k,10,60.92,55.96,4.95,5,5000,53.10,58.83,-5.73,0.000300,2026-03-01 14:33:32,788,696,873,611
resnet_n3_15k,11,61.07,54.75,6.32,5,5000,25.27,84.23,-58.96,0.000300,2026-03-01 14:35:50,375,1109,1250,234
resnet_n3_15k,12,61.35,56.17,5.18,5,5000,41.85,70.49,-28.64,0.000300,2026-03-01 14:38:08,621,863,1046,438
resnet_n3_15k,13,61.38,55.39,5.99,5,5000,29.18,81.60,-52.43,0.000090,2026-03-01 14:40:25,433,1051,1211,273
resnet_n3_15k,14,62.54,56.40,6.14,5,5000,47.04,65.77,-18.73,0.000090,2026-03-01 14:43:05,698,786,976,508
resnet_pretrained_masks,1,59.72,59.40,0.32,5,5000,43.60,75.20,-31.60,0.000100,2026-03-01 15:33:20,647,837,1116,368
resnet_pretrained_masks,2,70.35,54.65,15.70,5,5000,72.84,36.46,36.39,0.000100,2026-03-01 15:37:29,1081,403,541,943
resnet_pretrained_masks,3,85.09,54.72,30.37,5,5000,74.60,34.84,39.76,0.000100,2026-03-01 15:42:20,1107,377,517,967
resnet_pretrained_masks,4,96.25,52.96,43.29,5,5000,76.89,29.04,47.84,0.000100,2026-03-01 15:47:07,1141,343,431,1053
resnet_pretrained_masks,5,99.15,54.01,45.14,5,5000,81.00,27.02,53.98,0.000100,2026-03-01 15:52:50,1202,282,401,1083
resnet_pretrained_frozen,1,59.64,62.37,-2.72,5,5000,66.71,58.02,8.69,0.001000,2026-03-01 15:54:37,990,494,861,623
resnet_pretrained_masks,6,99.64,54.85,44.79,5,5000,80.93,28.77,52.16,0.000100,2026-03-01 15:57:30,1201,283,427,1057
resnet_pretrained_frozen,2,62.69,60.07,2.61,5,5000,46.50,73.65,-27.16,0.001000,2026-03-01 15:58:44,690,794,1093,391
resnet_pretrained_masks,7,99.88,56.57,43.31,5,5000,83.15,29.99,53.17,0.000030,2026-03-01 16:01:29,1234,250,445,1039
resnet_pretrained_frozen,3,63.67,62.23,1.44,5,5000,63.48,60.98,2.49,0.001000,2026-03-01 16:02:37,942,542,905,579
resnet_pretrained_frozen,4,63.77,60.41,3.36,5,5000,55.46,65.36,-9.91,0.001000,2026-03-01 16:06:18,823,661,970,514
resnet_pretrained_frozen,5,64.88,60.34,4.54,5,5000,51.55,69.14,-17.59,0.001000,2026-03-01 16:09:35,765,719,1026,458
resnet_pretrained_frozen,6,65.39,60.51,4.88,5,5000,50.74,70.28,-19.54,0.001000,2026-03-01 16:12:51,753,731,1043,441
resnet_pretrained_frozen,7,65.35,59.77,5.58,5,5000,46.70,72.84,-26.15,0.000300,2026-03-01 16:16:10,693,791,1081,403
cnn2d_masked,1,55.88,54.65,1.23,5,5000,95.49,13.81,81.67,0.000100,2026-03-01 16:30:43,1417,67,205,1279
cnn2d_masked,2,57.61,54.35,3.26,5,5000,96.23,12.47,83.76,0.000100,2026-03-01 16:31:26,1428,56,185,1299
cnn2d_masked,3,58.65,58.49,0.16,5,5000,55.66,61.32,-5.66,0.000100,2026-03-01 16:32:12,826,658,910,574
cnn2d_masked,4,59.54,64.25,-4.71,5,5000,65.63,62.87,2.76,0.000100,2026-03-01 16:32:57,974,510,933,551
cnn2d_masked,5,59.49,65.13,-5.64,5,5000,84.84,45.42,39.42,0.000100,2026-03-01 16:33:40,1259,225,674,810
cnn2d_masked,6,60.85,64.96,-4.11,5,5000,85.31,44.61,40.70,0.000100,2026-03-01 16:34:22,1266,218,662,822
cnn2d_masked,7,60.21,64.76,-4.55,5,5000,77.29,52.22,25.07,0.000100,2026-03-01 16:35:05,1147,337,775,709
cnn2d_masked,8,61.59,65.03,-3.44,5,5000,80.32,49.73,30.59,0.000100,2026-03-01 16:35:51,1192,292,738,746
cnn2d_masked,9,61.24,63.68,-2.43,5,5000,67.32,60.04,7.28,0.000100,2026-03-01 16:36:35,999,485,891,593
cnn2d_masked,10,61.27,64.76,-3.49,5,5000,67.52,61.99,5.53,0.000100,2026-03-01 16:37:17,1002,482,920,564
cnn2d_masked,11,61.59,65.53,-3.94,5,5000,81.54,49.53,32.01,0.000030,2026-03-01 16:38:00,1210,274,735,749
cnn2d_masked,12,62.12,66.21,-4.09,5,5000,72.17,60.24,11.93,0.000030,2026-03-01 16:38:39,1071,413,894,590
cnn2d_masked,13,62.61,65.50,-2.89,5,5000,66.04,64.96,1.08,0.000030,2026-03-01 16:39:26,980,504,964,520
cnn2d_masked,14,62.49,65.77,-3.28,5,5000,71.77,59.77,11.99,0.000030,2026-03-01 16:40:06,1065,419,887,597
cnn2d_masked,15,62.73,65.57,-2.84,5,5000,69.81,61.32,8.49,0.000030,2026-03-01 16:40:52,1036,448,910,574
cnn2d_masked,1,61.74,62.94,-1.20,5,5000,63.61,62.26,1.35,0.000100,2026-03-01 16:44:10,944,540,924,560
cnn2d_masked,2,62.08,62.40,-0.32,5,5000,62.53,62.26,0.27,0.000100,2026-03-01 16:44:51,928,556,924,560
cnn2d_masked,3,61.97,60.04,1.93,5,5000,50.47,69.61,-19.14,0.000100,2026-03-01 16:45:35,749,735,1033,451
cnn2d_masked,4,61.72,65.03,-3.31,5,5000,69.41,60.65,8.76,0.000100,2026-03-01 16:46:14,1030,454,900,584
cnn2d_masked,5,61.87,60.85,1.02,5,5000,50.74,70.96,-20.22,0.000100,2026-03-01 16:46:58,753,731,1053,431
cnn2d_masked,6,62.41,65.06,-2.65,5,5000,69.07,61.05,8.02,0.000100,2026-03-01 16:47:43,1025,459,906,578
cnn2d_masked,7,62.01,66.14,-4.13,5,5000,75.00,57.28,17.72,0.000100,2026-03-01 16:48:28,1113,371,850,634
cnn2d_masked,8,62.70,60.71,1.99,5,5000,67.72,53.71,14.02,0.000100,2026-03-01 16:49:12,1005,479,797,687
cnn2d_masked,9,62.90,63.65,-0.75,5,5000,64.49,62.80,1.68,0.000100,2026-03-01 16:49:58,957,527,932,552
cnn2d_masked,10,62.87,65.40,-2.53,5,5000,72.10,58.69,13.41,0.000100,2026-03-01 16:50:39,1070,414,871,613
cnn2d_masked,11,63.20,64.82,-1.63,5,5000,79.04,50.61,28.44,0.000100,2026-03-01 16:51:19,1173,311,751,733
cnn2d_masked,12,62.66,60.78,1.88,5,5000,42.86,78.71,-35.85,0.000100,2026-03-01 16:52:00,636,848,1168,316
cnn2d_masked,13,62.88,65.26,-2.38,5,5000,65.77,64.76,1.01,0.000030,2026-03-01 16:52:42,976,508,961,523
cnn2d_masked,14,63.54,65.63,-2.09,5,5000,74.26,57.01,17.25,0.000030,2026-03-01 16:53:24,1102,382,846,638
cnn2d_masked,15,63.31,65.73,-2.43,5,5000,70.69,60.78,9.91,0.000030,2026-03-01 16:54:06,1049,435,902,582
cnn2d_masked,1,54.17,58.29,-4.12,5,5000,95.22,21.36,73.85,0.000005,2026-03-01 17:35:05,1413,71,317,1167
cnn2d_masked,2,56.30,56.03,0.27,5,5000,97.64,14.42,83.22,0.000005,2026-03-01 17:35:50,1449,35,214,1270
cnn2d_masked,3,56.43,58.25,-1.83,5,5000,96.77,19.74,77.02,0.000005,2026-03-01 17:36:33,1436,48,293,1191
cnn2d_masked,4,57.40,58.39,-0.99,5,5000,95.22,21.56,73.65,0.000005,2026-03-01 17:37:17,1413,71,320,1164
cnn2d_masked,5,57.82,61.52,-3.71,5,5000,92.86,30.19,62.67,0.000005,2026-03-01 17:37:59,1378,106,448,1036
cnn2d_masked,6,58.64,59.16,-0.52,5,5000,94.74,23.58,71.16,0.000005,2026-03-01 17:38:43,1406,78,350,1134
cnn2d_masked,7,57.94,61.19,-3.24,5,5000,92.32,30.05,62.26,0.000005,2026-03-01 17:39:28,1370,114,446,1038
cnn2d_masked,8,58.67,62.47,-3.80,5,5000,92.25,32.68,59.57,0.000005,2026-03-01 17:40:11,1369,115,485,999
cnn2d_masked,9,58.79,60.34,-1.55,5,5000,94.41,26.28,68.13,0.000005,2026-03-01 17:40:53,1401,83,390,1094
cnn2d_masked,10,59.27,63.65,-4.37,5,5000,89.08,38.21,50.88,0.000005,2026-03-01 17:41:34,1322,162,567,917
cnn2d_masked,11,59.18,62.90,-3.72,5,5000,89.08,36.73,52.36,0.000005,2026-03-01 17:42:17,1322,162,545,939
cnn2d_masked,12,59.81,64.82,-5.01,5,5000,86.59,43.06,43.53,0.000005,2026-03-01 17:42:57,1285,199,639,845
cnn2d_masked,13,59.90,63.95,-4.05,5,5000,85.58,42.32,43.26,0.000005,2026-03-01 17:43:41,1270,214,628,856
cnn2d_masked,14,59.85,65.57,-5.72,5,5000,81.20,49.93,31.27,0.000005,2026-03-01 17:44:22,1205,279,741,743
cnn2d_masked,15,59.65,63.61,-3.96,5,5000,82.68,44.54,38.14,0.000005,2026-03-01 17:45:07,1227,257,661,823
cnn2d_masked,16,59.82,64.82,-5.00,5,5000,82.61,47.04,35.58,0.000005,2026-03-01 17:45:48,1226,258,698,786
cnn2d_masked,17,59.71,64.35,-4.64,5,5000,84.97,43.73,41.24,0.000005,2026-03-01 17:46:28,1261,223,649,835
cnn2d_masked,18,59.97,60.01,-0.03,5,5000,92.79,27.22,65.57,0.000005,2026-03-01 17:47:11,1377,107,404,1080
cnn2d_masked,19,60.04,63.24,-3.20,5,5000,86.86,39.62,47.24,0.000005,2026-03-01 17:47:51,1289,195,588,896
cnn2d_masked,20,60.37,65.67,-5.30,5,5000,79.18,52.16,27.02,0.000002,2026-03-01 17:48:37,1175,309,774,710
cnn2d_masked,21,60.87,64.62,-3.75,5,5000,83.56,45.69,37.87,0.000002,2026-03-01 17:49:18,1240,244,678,806
cnn2d_masked,22,61.30,64.93,-3.62,5,5000,81.20,48.65,32.55,0.000002,2026-03-01 17:49:59,1205,279,722,762
cnn2d_masked,23,60.73,64.32,-3.59,5,5000,84.16,44.47,39.69,0.000002,2026-03-01 17:50:44,1249,235,660,824
cnn2d_masked,24,60.92,65.06,-4.14,5,5000,80.59,49.53,31.06,0.000002,2026-03-01 17:51:26,1196,288,735,749
cnn2d_masked,25,61.01,64.45,-3.45,5,5000,86.86,42.05,44.81,0.000002,2026-03-01 17:52:09,1289,195,624,860
cnn2d_masked,26,61.21,65.53,-4.32,5,5000,82.48,48.58,33.89,0.000000,2026-03-01 17:52:49,1224,260,721,763
cnn2d_masked,27,60.89,64.89,-4.00,5,5000,84.16,45.62,38.54,0.000000,2026-03-01 17:53:31,1249,235,677,807
cnn2d_masked,28,61.10,65.06,-3.96,5,5000,81.60,48.52,33.09,0.000000,2026-03-01 17:54:12,1211,273,720,764
cnn2d_masked,29,61.27,64.62,-3.35,5,5000,81.94,47.30,34.64,0.000000,2026-03-01 17:54:57,1216,268,702,782
cnn2d_masked,30,61.48,65.06,-3.58,5,5000,78.77,51.35,27.43,0.000000,2026-03-01 17:55:42,1169,315,762,722
cnn2d_masked,31,60.83,64.86,-4.03,5,5000,81.94,47.78,34.16,0.000000,2026-03-01 17:56:22,1216,268,709,775
cnn2d_masked,32,60.82,64.82,-4.01,5,5000,81.60,48.05,33.56,0.000000,2026-03-01 17:57:04,1211,273,713,771
cnn2d_masked,33,60.92,64.93,-4.01,5,5000,82.61,47.24,35.38,0.000000,2026-03-01 17:57:44,1226,258,701,783
cnn2d_masked,34,61.41,64.39,-2.97,5,5000,81.81,46.97,34.84,0.000000,2026-03-01 17:58:27,1214,270,697,787
cnn2d_masked_res,1,48.00,50.00,-2.00,5,5000,100.00,0.00,100.00,0.000005,2026-03-01 18:07:26,1484,0,0,1484
cnn2d_masked_res,1,52.05,62.20,-10.15,5,5000,74.33,50.07,24.26,0.000005,2026-03-01 18:09:43,1103,381,743,741
cnn2d_masked_res,2,52.75,61.69,-8.95,5,5000,68.46,54.92,13.54,0.000005,2026-03-01 18:10:28,1016,468,815,669
cnn2d_masked_res,3,53.36,63.04,-9.68,5,5000,66.71,59.37,7.35,0.000005,2026-03-01 18:11:09,990,494,881,603
cnn2d_masked_res,4,53.87,63.27,-9.41,5,5000,70.82,55.73,15.09,0.000005,2026-03-01 18:11:50,1051,433,827,657
cnn2d_masked_res,5,54.78,63.07,-8.30,5,5000,73.99,52.16,21.83,0.000005,2026-03-01 18:12:35,1098,386,774,710
cnn2d_masked_res,6,53.57,62.87,-9.30,5,5000,74.19,51.55,22.64,0.000005,2026-03-01 18:13:15,1101,383,765,719
cnn2d_masked_res,7,54.34,63.54,-9.21,5,5000,78.30,48.79,29.51,0.000005,2026-03-01 18:13:59,1162,322,724,760
cnn2d_masked_res,8,54.42,63.38,-8.95,5,5000,78.77,47.98,30.80,0.000005,2026-03-01 18:14:43,1169,315,712,772
cnn2d_masked_res,9,54.68,63.58,-8.89,5,5000,80.53,46.63,33.89,0.000002,2026-03-01 18:15:23,1195,289,692,792
cnn2d_masked_res,10,54.32,64.12,-9.80,5,5000,78.50,49.73,28.77,0.000002,2026-03-01 18:16:07,1165,319,738,746
cnn2d_masked_res,11,54.20,63.51,-9.31,5,5000,80.12,46.90,33.22,0.000002,2026-03-01 18:16:49,1189,295,696,788
cnn2d_masked_res,12,55.21,63.65,-8.44,5,5000,78.37,48.92,29.45,0.000002,2026-03-01 18:17:32,1163,321,726,758
cnn2d_masked_res,13,54.49,63.75,-9.26,5,5000,79.04,48.45,30.59,0.000002,2026-03-01 18:18:22,1173,311,719,765
cnn2d_masked_res,14,55.37,64.15,-8.78,5,5000,76.68,51.62,25.07,0.000002,2026-03-01 18:19:03,1138,346,766,718
cnn2d_masked_res,15,55.31,64.05,-8.74,5,5000,79.65,48.45,31.20,0.000002,2026-03-01 18:19:43,1182,302,719,765
cnn2d_masked_res,16,54.79,63.75,-8.95,5,5000,79.11,48.38,30.73,0.000000,2026-03-01 18:20:25,1174,310,718,766
cnn2d_masked_res,17,54.85,64.02,-9.16,5,5000,77.83,50.20,27.63,0.000000,2026-03-01 18:21:07,1155,329,745,739
cnn2d_masked_res,18,54.78,63.71,-8.94,5,5000,79.92,47.51,32.41,0.000000,2026-03-01 18:21:53,1186,298,705,779
cnn2d_masked_res,19,55.63,63.75,-8.12,5,5000,79.51,47.98,31.54,0.000000,2026-03-01 18:22:35,1180,304,712,772
cnn2d_masked_res,20,54.90,63.92,-9.01,5,5000,81.74,46.09,35.65,0.000000,2026-03-01 18:23:21,1213,271,684,800
cnn2d_masked_res,21,54.83,63.48,-8.65,5,5000,82.61,44.34,38.27,0.000000,2026-03-01 18:24:15,1226,258,658,826
cnn2d_masked_res,22,54.94,63.75,-8.81,5,5000,78.23,49.26,28.98,0.000000,2026-03-01 18:25:03,1161,323,731,753
cnn2d_masked_res,23,54.79,64.02,-9.22,5,5000,80.80,47.24,33.56,0.000000,2026-03-01 18:25:57,1199,285,701,783
cnn2d_masked_res,24,54.76,63.81,-9.05,5,5000,78.37,49.26,29.11,0.000000,2026-03-01 18:26:41,1163,321,731,753
cnn2d_masked_res,25,55.97,63.85,-7.88,5,5000,79.25,48.45,30.80,0.000000,2026-03-01 18:27:28,1176,308,719,765
cnn2d_masked_res,26,54.89,63.68,-8.79,5,5000,78.64,48.72,29.92,0.000000,2026-03-01 18:28:28,1167,317,723,761
cnn2d_masked_res,27,55.98,63.71,-7.73,5,5000,77.29,50.13,27.16,0.000000,2026-03-01 18:29:24,1147,337,744,740
cnn2d_masked_res_transformer,1,50.64,56.23,-5.59,5,5000,25.34,87.13,-61.79,0.000005,2026-03-01 18:29:28,376,1108,1293,191
cnn2d_masked_res,28,55.85,63.92,-8.06,5,5000,79.99,47.84,32.14,0.000000,2026-03-01 18:30:32,1187,297,710,774
cnn2d_masked_res_transformer,2,52.80,55.36,-2.56,5,5000,21.97,88.75,-66.78,0.000005,2026-03-01 18:30:36,326,1158,1317,167
cnn2d_masked_res_transformer,3,52.86,59.10,-6.23,5,5000,41.37,76.82,-35.44,0.000005,2026-03-01 18:31:40,614,870,1140,344
cnn2d_masked_res_transformer,4,53.31,60.14,-6.83,5,5000,50.34,69.95,-19.61,0.000005,2026-03-01 18:32:22,747,737,1038,446
cnn2d_masked_res_transformer,5,54.17,62.87,-8.70,5,5000,64.69,61.05,3.64,0.000005,2026-03-01 18:33:15,960,524,906,578
cnn2d_masked_res_transformer,6,54.37,60.82,-6.44,5,5000,56.47,65.16,-8.69,0.000005,2026-03-01 18:34:03,838,646,967,517
cnn2d_masked_res_transformer,7,54.22,60.82,-6.60,5,5000,60.44,61.19,-0.74,0.000005,2026-03-01 18:34:50,897,587,908,576
cnn2d_masked_res_transformer,8,54.95,60.61,-5.66,5,5000,58.22,63.01,-4.78,0.000005,2026-03-01 18:35:43,864,620,935,549
cnn2d_masked_res_transformer,9,54.46,57.99,-3.53,5,5000,52.02,63.95,-11.93,0.000005,2026-03-01 18:36:48,772,712,949,535
cnn2d_masked_res_transformer,1,51.52,59.74,-8.21,5,5000,51.42,68.06,-16.64,0.000005,2026-03-01 18:37:36,763,721,1010,474
cnn2d_masked_res_transformer,10,55.43,60.98,-5.55,5,5000,56.00,65.97,-9.97,0.000005,2026-03-01 18:37:38,831,653,979,505
cnn2d_masked_res_transformer,2,54.12,57.24,-3.12,5,5000,54.25,60.24,-6.00,0.000005,2026-03-01 18:38:37,805,679,894,590
cnn2d_masked_res_transformer,11,55.29,60.04,-4.75,5,5000,56.20,63.88,-7.68,0.000002,2026-03-01 18:38:37,834,650,948,536
cnn2d_masked_res_transformer,12,55.10,61.56,-6.45,5,5000,63.61,59.50,4.11,0.000002,2026-03-01 18:39:37,944,540,883,601
cnn2d_masked_res_transformer,3,55.04,59.84,-4.80,5,5000,64.62,55.05,9.57,0.000005,2026-03-01 18:39:37,959,525,817,667
cnn2d_masked_res_transformer,13,55.02,61.76,-6.74,5,5000,65.84,57.68,8.15,0.000002,2026-03-01 18:40:41,977,507,856,628
cnn2d_masked_res_transformer,4,54.62,61.49,-6.86,5,5000,67.12,55.86,11.25,0.000005,2026-03-01 18:40:41,996,488,829,655
cnn2d_masked_res_transformer,5,54.98,60.41,-5.43,5,5000,67.39,53.44,13.95,0.000005,2026-03-01 18:41:47,1000,484,793,691
cnn2d_masked_res_transformer,14,55.89,62.20,-6.31,5,5000,67.45,56.94,10.51,0.000002,2026-03-01 18:41:47,1001,483,845,639
cnn2d_masked_res_transformer,15,55.35,61.46,-6.11,5,5000,66.64,56.27,10.38,0.000002,2026-03-01 18:42:44,989,495,835,649
cnn2d_masked_res_transformer,6,56.11,62.94,-6.83,5,5000,74.19,51.68,22.51,0.000005,2026-03-01 18:42:44,1101,383,767,717
cnn2d_masked_res_transformer,7,55.54,59.70,-4.16,5,5000,69.34,50.07,19.27,0.000005,2026-03-01 18:43:46,1029,455,743,741
cnn2d_masked_res_transformer,16,55.90,60.95,-5.05,5,5000,63.88,58.02,5.86,0.000002,2026-03-01 18:43:46,948,536,861,623
cnn2d_masked_res_transformer,8,56.97,62.90,-5.94,5,5000,75.40,50.40,25.00,0.000005,2026-03-01 18:44:59,1119,365,748,736
cnn2d_masked_res_transformer,17,56.84,60.51,-3.67,5,5000,61.59,59.43,2.16,0.000000,2026-03-01 18:44:59,914,570,882,602
cnn2d_masked_res_transformer,18,56.42,61.99,-5.58,5,5000,69.61,54.38,15.23,0.000000,2026-03-01 18:46:04,1033,451,807,677
cnn2d_masked_res_transformer,9,56.51,62.50,-5.99,5,5000,77.02,47.98,29.04,0.000005,2026-03-01 18:46:05,1143,341,712,772
cnn2d_masked_res_transformer,10,56.69,63.88,-7.19,5,5000,79.38,48.38,31.00,0.000005,2026-03-01 18:47:06,1178,306,718,766
cnn2d_masked_res_transformer,19,55.73,61.49,-5.76,5,5000,65.23,57.75,7.48,0.000000,2026-03-01 18:47:06,968,516,857,627
cnn2d_masked_res_transformer,11,57.17,63.92,-6.75,5,5000,80.86,46.97,33.89,0.000005,2026-03-01 18:48:06,1200,284,697,787
cnn2d_masked_res_transformer,12,57.50,63.58,-6.08,5,5000,79.58,47.57,32.01,0.000005,2026-03-01 18:48:55,1181,303,706,778
cnn2d_masked_res_transformer,13,57.05,63.88,-6.83,5,5000,78.50,49.26,29.25,0.000005,2026-03-01 18:49:40,1165,319,731,753
cnn2d_masked_res_transformer,14,57.15,63.31,-6.16,5,5000,79.65,46.97,32.68,0.000005,2026-03-01 18:50:27,1182,302,697,787
cnn2d_masked_res_transformer,15,57.85,63.04,-5.19,5,5000,83.22,42.86,40.36,0.000005,2026-03-01 18:51:15,1235,249,636,848
cnn2d_masked_res_transformer,16,58.05,63.85,-5.80,5,5000,79.31,48.38,30.93,0.000002,2026-03-01 18:52:03,1177,307,718,766
cnn2d_masked_res_transformer,17,58.53,64.02,-5.48,5,5000,81.47,46.56,34.91,0.000002,2026-03-01 18:52:48,1209,275,691,793
cnn2d_masked_res_transformer,18,58.52,64.02,-5.50,5,5000,82.61,45.42,37.20,0.000002,2026-03-01 18:53:34,1226,258,674,810
cnn2d_masked_res_transformer,19,58.24,64.25,-6.01,5,5000,80.93,47.57,33.36,0.000002,2026-03-01 18:54:22,1201,283,706,778
cnn2d_masked_res_transformer,20,58.71,63.98,-5.27,5,5000,79.85,48.11,31.74,0.000002,2026-03-01 18:55:09,1185,299,714,770
cnn2d_masked_res_transformer,21,58.54,64.32,-5.78,5,5000,81.60,47.04,34.57,0.000002,2026-03-01 18:55:59,1211,273,698,786
cnn2d_masked_res_transformer,22,58.92,63.98,-5.06,5,5000,77.29,50.67,26.62,0.000000,2026-03-01 18:56:44,1147,337,752,732
cnn2d_masked_res_transformer,23,59.63,64.08,-4.46,5,5000,79.11,49.06,30.05,0.000000,2026-03-01 18:57:31,1174,310,728,756
cnn2d_masked_res_transformer,24,59.00,63.78,-4.78,5,5000,77.90,49.66,28.23,0.000000,2026-03-01 18:58:20,1156,328,737,747
cnn2d_masked_res_transformer,25,58.74,64.22,-5.48,5,5000,80.32,48.11,32.21,0.000000,2026-03-01 18:59:03,1192,292,714,770
cnn2d_masked_res_transformer,26,58.89,64.39,-5.50,5,5000,81.33,47.44,33.89,0.000000,2026-03-01 18:59:48,1207,277,704,780
cnn2d_masked_res_transformer,27,58.76,64.39,-5.63,5,5000,81.87,46.90,34.97,0.000000,2026-03-01 19:00:30,1215,269,696,788
cnn2d_masked_res_transformer,28,59.00,64.12,-5.12,5,5000,79.04,49.19,29.85,0.000000,2026-03-01 19:01:21,1173,311,730,754
cnn2d_masked_res_transformer,29,59.06,63.78,-4.72,5,5000,78.84,48.72,30.12,0.000000,2026-03-01 19:02:12,1170,314,723,761
cnn2d_masked_res_transformer,30,58.90,63.75,-4.84,5,5000,78.98,48.52,30.46,0.000000,2026-03-01 19:02:58,1172,312,720,764
cnn2d_masked_res_transformer,31,58.72,64.22,-5.50,5,5000,77.76,50.67,27.09,0.000000,2026-03-01 19:03:41,1154,330,752,732
cnn2d_masked_res_transformer,32,58.57,64.52,-5.95,5,5000,81.87,47.17,34.70,0.000000,2026-03-01 19:04:29,1215,269,700,784
cnn2d_masked_res_transformer,33,59.44,64.66,-5.21,5,5000,79.72,49.60,30.12,0.000000,2026-03-01 19:05:12,1183,301,736,748
cnn2d_masked_res_transformer,34,58.42,64.45,-6.03,5,5000,79.45,49.46,29.99,0.000000,2026-03-01 19:05:54,1179,305,734,750
cnn2d_masked_res_transformer,35,59.10,64.25,-5.15,5,5000,79.45,49.06,30.39,0.000000,2026-03-01 19:06:37,1179,305,728,756
cnn2d_masked_res_transformer,36,59.65,64.52,-4.87,5,5000,79.45,49.60,29.85,0.000000,2026-03-01 19:07:24,1179,305,736,748
cnn2d_masked_res_transformer,37,59.23,64.12,-4.89,5,5000,77.90,50.34,27.56,0.000000,2026-03-01 19:08:11,1156,328,747,737
cnn2d_masked_res_transformer,38,59.30,64.59,-5.29,5,5000,79.65,49.53,30.12,0.000000,2026-03-01 19:09:04,1182,302,735,749
cnn2d_masked_res_transformer,39,59.14,63.92,-4.78,5,5000,76.62,51.21,25.40,0.000000,2026-03-01 19:09:51,1137,347,760,724
cnn2d_masked_res_transformer,40,58.71,64.32,-5.61,5,5000,80.05,48.58,31.47,0.000000,2026-03-01 19:10:33,1188,296,721,763
cnn2d_masked_res_transformer,41,59.05,64.39,-5.34,5,5000,80.26,48.52,31.74,0.000000,2026-03-01 19:11:17,1191,293,720,764
cnn2d_masked_res_transformer,42,59.21,63.92,-4.71,5,5000,78.03,49.80,28.23,0.000000,2026-03-01 19:12:07,1158,326,739,745
cnn2d_masked_res_transformer,43,59.79,64.15,-4.36,5,5000,78.71,49.60,29.11,0.000000,2026-03-01 19:12:54,1168,316,736,748
cnn2d_masked_res_transformer,44,59.11,64.25,-5.14,5,5000,79.92,48.58,31.33,0.000000,2026-03-01 19:13:39,1186,298,721,763
